name,geometry
Basapura Lake,"POLYGON ((77.6431935 12.8696334, 77.643219 12.869616, 77.6432192 12.8694629, 77.643252 12.8694164, 77.6442492 12.8692526, 77.6444288 12.8693332, 77.6446005 12.8693149, 77.6448043 12.8691371, 77.6448875 12.8691371, 77.6450779 12.8691815, 77.645153 12.8691292, 77.6450833 12.8685775, 77.6449948 12.8685566, 77.6446863 12.8684598, 77.6442706 12.8682846, 77.6431494 12.8675917, 77.6431078 12.8676544, 77.6432272 12.8677721, 77.6434552 12.8680323, 77.6434552 12.8681839, 77.6432165 12.8687553, 77.6431387 12.8690246, 77.643085 12.8691998, 77.6429965 12.8692887, 77.6427337 12.8695005, 77.6427203 12.8695868, 77.6427584 12.8696166, 77.6431935 12.8696334))"
Basapura Lake,"POLYGON ((77.6487896 12.8702625, 77.6493421 12.8701396, 77.6493977 12.8701242, 77.6494549 12.8701161, 77.6495127 12.8701156, 77.6495701 12.8701226, 77.6496236 12.8701362, 77.6496748 12.8701564, 77.649723 12.8701828, 77.6498464 12.8702547, 77.6503023 12.8702834, 77.6506497 12.8702782, 77.6507181 12.8702128, 77.6507426 12.8701717, 77.650761 12.8701276, 77.650773 12.8700815, 77.6507784 12.8700342, 77.6507771 12.8699866, 77.6507696 12.8699421, 77.6507562 12.8698988, 77.6507372 12.8698577, 77.6507127 12.8698193, 77.6506577 12.8697382, 77.6505639 12.8696794, 77.6505351 12.8696458, 77.6505136 12.8696075, 77.6505019 12.8695739, 77.6504959 12.8695389, 77.6504955 12.8695034, 77.6505008 12.8694683, 77.6505016 12.869453, 77.6504975 12.8694382, 77.6504868 12.8694233, 77.6504713 12.8694133, 77.6500744 12.86918, 77.6496077 12.8688204, 77.6494212 12.8684831, 77.6494133 12.8684634, 77.6493997 12.8684469, 77.6493818 12.8684349, 77.6493611 12.8684285, 77.6493394 12.8684282, 77.6493151 12.8684358, 77.6492949 12.868451, 77.6492812 12.868472, 77.6492757 12.8684963, 77.6492791 12.868521, 77.649271 12.8690898, 77.6491651 12.8696284, 77.6489881 12.8699866, 77.648799 12.8702213, 77.6487896 12.8702625))"
Deepanjali Nagara Kere,"POLYGON ((77.5313768 12.9483206, 77.5313977 12.9484986, 77.531395 12.9487132, 77.5313652 12.9488283, 77.5314207 12.9489313, 77.5315914 12.9491556, 77.5316127 12.9493562, 77.5315965 12.9493966, 77.5314773 12.9494995, 77.531323 12.9496015, 77.531287 12.9496423, 77.531189 12.9497153, 77.5310972 12.9497472, 77.5308016 12.9497371, 77.5305422 12.9497454, 77.5303251 12.9497411, 77.5302065 12.9496883, 77.5301502 12.9496189, 77.5301171 12.9495357, 77.5301227 12.949443, 77.5301659 12.9493325, 77.5302705 12.9492479, 77.5304799 12.9491147, 77.5308292 12.9488984, 77.5309859 12.9487343, 77.5312034 12.9483231, 77.5312563 12.9482585, 77.5312956 12.9482495, 77.5313348 12.9482578, 77.5313768 12.9483206))"
Vasantapura Temple Kalyani,"POLYGON ((77.5536532 12.8947788, 77.5537565 12.8942962, 77.5544635 12.8944751, 77.5543196 12.8949352, 77.5536532 12.8947788))"
Krishna Nagara Lake,"POLYGON ((77.5799912 12.8730315, 77.5801583 12.8733954, 77.580204 12.8735676, 77.5802328 12.8736863, 77.5803015 12.8738103, 77.5804096 12.8738929, 77.5805716 12.8740883, 77.580795 12.8743889, 77.581029 12.8746449, 77.581214 12.8747643, 77.5812986 12.8748498, 77.5812941 12.8749555, 77.5812965 12.8750981, 77.5813686 12.8751579, 77.5813141 12.8752409, 77.5810763 12.8751082, 77.5809844 12.8751077, 77.5805189 12.8750345, 77.5801704 12.8749594, 77.5799335 12.8748771, 77.5796366 12.8747527, 77.579451 12.8747486, 77.579267 12.8747934, 77.5790029 12.8749419, 77.5788196 12.8750951, 77.5785506 12.8754254, 77.5784554 12.8755326, 77.5783896 12.8755823, 77.578387 12.8755588, 77.5785989 12.8752293, 77.5787772 12.874875, 77.5788134 12.8746135, 77.5788242 12.8743965, 77.5788711 12.8741128, 77.5788443 12.8734081, 77.5789046 12.8732565, 77.5789958 12.8730695, 77.5790253 12.8729479, 77.5790656 12.8726145, 77.579091 12.8725714, 77.5792707 12.8725348, 77.579488 12.8725662, 77.5797482 12.8726446, 77.5798635 12.8728381, 77.5797871 12.8729035, 77.5797898 12.8729636, 77.5798528 12.8729937, 77.5799131 12.8729714, 77.5799912 12.8730315))"
Avalahalli Lake,"POLYGON ((77.5649016 12.8625885, 77.5654238 12.8632495, 77.5658554 12.8639263, 77.5659656 12.8641071, 77.5661159 12.8641673, 77.5665769 12.864214, 77.5666872 12.8642771, 77.566773 12.8644052, 77.5668937 12.8645098, 77.5670624 12.8645931, 77.567226 12.8646872, 77.5672987 12.8648288, 77.567355 12.865072, 77.5674516 12.8652708, 77.5676313 12.8653989, 77.5677593 12.8654435, 77.5677184 12.8655411, 77.567516 12.8656316, 77.5672853 12.8658539, 77.56717 12.8662879, 77.5669385 12.8669784, 77.56593 12.8671301, 77.5657028 12.8669966, 77.5654745 12.8668236, 77.5654265 12.8664997, 77.5655733 12.8661311, 77.5657749 12.8655397, 77.5658414 12.8651611, 77.5658235 12.8645595, 77.5657374 12.8642244, 77.5654212 12.8636155, 77.5645762 12.8626475, 77.5646156 12.8625933, 77.5649016 12.8625885))"
Chudahalli Lake,"POLYGON ((77.5287194 12.8419703, 77.5300226 12.8419438, 77.5304298 12.8416526, 77.53119 12.8419173, 77.5320588 12.8405408, 77.532086 12.8405673, 77.5325475 12.8407791, 77.5323575 12.8418379, 77.5334706 12.8418909, 77.534448 12.8421291, 77.5345023 12.8428173, 77.5350725 12.8438762, 77.5356969 12.8430026, 77.535887 12.8418909, 77.5374888 12.842182, 77.5374345 12.8406732, 77.5364028 12.8406202, 77.5355883 12.838979, 77.5354254 12.8366231, 77.5356698 12.8340818, 77.5347111 12.8341745, 77.5316569 12.8356391, 77.5307089 12.8360937, 77.5308313 12.8363582, 77.530481 12.8367188, 77.5303877 12.8371035, 77.5302748 12.8387208, 77.5302679 12.8388196, 77.5294687 12.8404458, 77.5287194 12.8419703))"
Doddakalasandra Lake,"POLYGON ((77.5623743 12.8822363, 77.5624518 12.8820909, 77.5626869 12.8819805, 77.5629617 12.8817797, 77.5630453 12.8815424, 77.5630553 12.8813354, 77.562953 12.8812032, 77.5626713 12.8811016, 77.5622796 12.8811213, 77.5620837 12.8811411, 77.5618271 12.8810686, 77.5616785 12.8809962, 77.5615974 12.8808514, 77.5615559 12.8807563, 77.5615006 12.8806063, 77.5614171 12.8806937, 77.5607594 12.8813134, 77.5601318 12.8819904, 77.5599967 12.8822669, 77.5599697 12.8825303, 77.5599659 12.8826972, 77.5612332 12.8825229, 77.5612974 12.8828034, 77.5614691 12.8829385, 77.5618011 12.8831415, 77.5619515 12.883245, 77.5620718 12.8833607, 77.5622353 12.8835126, 77.5625632 12.8836035, 77.562651 12.8835706, 77.5627591 12.8834323, 77.5628267 12.8833204, 77.5628469 12.8831689, 77.5627929 12.8829648, 77.5627388 12.8827739, 77.5625632 12.882583, 77.5624687 12.8824315, 77.5623743 12.8822363))"
Vasanthapura Lake,"POLYGON ((77.5573472 12.891189, 77.5571446 12.8917157, 77.5568326 12.8920284, 77.5566919 12.8919102, 77.5566418 12.8916588, 77.5565057 12.891269, 77.5557685 12.8912713, 77.5550171 12.8914194, 77.5549411 12.8912713, 77.5551099 12.8911314, 77.5557411 12.8910077, 77.5565886 12.8905972, 77.5568354 12.8905187, 77.5575113 12.8908351, 77.5573472 12.891189))"
Chikka Beguru Lake,"POLYGON ((77.6350601 12.8877206, 77.635311 12.8861416, 77.6352422 12.8847613, 77.6351877 12.8845581, 77.6350369 12.8842552, 77.6346331 12.883905, 77.634332 12.8835597, 77.6342236 12.8832282, 77.6348076 12.8835593, 77.6355435 12.8839224, 77.636733 12.8838264, 77.6369864 12.8845658, 77.6383468 12.884175, 77.6388581 12.885357, 77.6370953 12.8861152, 77.6356048 12.8873302, 77.6353214 12.8877273, 77.6350601 12.8877206))"
Kundalahalli Lake,"POLYGON ((77.7195543 12.9717833, 77.7195972 12.9715795, 77.7196323 12.9709758, 77.7193395 12.9708777, 77.7192945 12.9708603, 77.7193014 12.970589, 77.7193165 12.9699959, 77.7194238 12.9698495, 77.7201038 12.9696508, 77.7200975 12.9690363, 77.7201087 12.9682932, 77.7201109 12.9680104, 77.7201363 12.9677856, 77.7200555 12.9676761, 77.7195177 12.9670815, 77.7194525 12.9669995, 77.7194477 12.9669687, 77.7194703 12.9669516, 77.7195819 12.9668989, 77.7197139 12.9670193, 77.7202192 12.967501, 77.7205086 12.9676251, 77.7208498 12.967682, 77.7212787 12.9676586, 77.7214995 12.9678671, 77.721618 12.96887, 77.7214171 12.9689548, 77.7213923 12.9690883, 77.7212153 12.9700578, 77.7209695 12.9701534, 77.7208833 12.9701955, 77.7208324 12.9703249, 77.7208391 12.9704804, 77.7208686 12.9706163, 77.7209558 12.9707078, 77.7210832 12.9707836, 77.7210493 12.9710406, 77.7207129 12.9718985, 77.7206697 12.971929, 77.7200681 12.9718063, 77.7195543 12.9717833))"
Pattandur Agrahara Kunte,"POLYGON ((77.7385253 12.9791791, 77.7379141 12.9796385, 77.7377856 12.9797196, 77.7370759 12.9800474, 77.7367753 12.98022, 77.7369631 12.9804553, 77.7376047 12.9806934, 77.7380851 12.9809078, 77.7385816 12.9811118, 77.7388178 12.9810043, 77.7390111 12.980628, 77.7391238 12.9802279, 77.7392016 12.9799846, 77.7392124 12.9795766, 77.7391479 12.9790536, 77.7389332 12.9786037, 77.7388144 12.9788102, 77.7386648 12.9790849, 77.7385253 12.9791791))"
Akshaynagar Lake,"POLYGON ((77.6133215 12.8726512, 77.6135706 12.8721807, 77.613687 12.8720406, 77.6142428 12.8719805, 77.6146719 12.8720903, 77.6150126 12.8722289, 77.6149375 12.8715778, 77.6146802 12.8713094, 77.6143776 12.8712569, 77.6137829 12.8714118, 77.6136247 12.8717198, 77.6134573 12.8720896, 77.6133215 12.8726512))"
Nallurahalli Lake,"POLYGON ((77.7374675 12.9735267, 77.7371958 12.9737397, 77.7370794 12.9738303, 77.7369096 12.9738612, 77.7364145 12.9738957, 77.7360686 12.9738461, 77.7354327 12.9735239, 77.7350342 12.973056, 77.7348448 12.9728862, 77.7346898 12.9728584, 77.7346096 12.9728928, 77.7345753 12.9729651, 77.7345577 12.9734347, 77.7345369 12.973718, 77.7344268 12.9740356, 77.7341501 12.9744841, 77.7338412 12.9749067, 77.7336733 12.9752339, 77.7337001 12.975579, 77.7342443 12.9758077, 77.7356866 12.9758893, 77.7359189 12.9759042, 77.7361785 12.9759083, 77.7364735 12.9758665, 77.7365969 12.9757149, 77.7367471 12.9753176, 77.7368937 12.9749976, 77.7371167 12.9747599, 77.7373848 12.9744672, 77.737633 12.9742159, 77.7378368 12.9740636, 77.7383618 12.9738487, 77.7388461 12.9737148, 77.7392845 12.9736448, 77.7395466 12.9736281, 77.7395604 12.9735331, 77.7394631 12.9735162, 77.7388086 12.9734221, 77.7383993 12.9734566, 77.7380384 12.9734432, 77.7377143 12.9734326, 77.7376003 12.9734562, 77.7374675 12.9735267))"
Halagevader Halli Lake,"POLYGON ((77.5145154 12.9244127, 77.5145421 12.9246058, 77.5145566 12.9248574, 77.5145777 12.9250156, 77.5146428 12.9253552, 77.5147298 12.9255741, 77.5149297 12.9253686, 77.5152768 12.9250036, 77.5155563 12.9243042, 77.515704 12.9240078, 77.5153136 12.922935, 77.5152505 12.9227979, 77.5148573 12.9228792, 77.5146499 12.9229535, 77.5145381 12.9230335, 77.5144528 12.9231245, 77.5144319 12.9232045, 77.5143917 12.923435, 77.5143865 12.9237407, 77.5145154 12.9244127))"
Hosakere,"POLYGON ((77.6632643 12.8841403, 77.663554 12.884977, 77.6637149 12.8854345, 77.663804 12.8860648, 77.6638222 12.8865431, 77.6637311 12.8869128, 77.6636922 12.8870995, 77.6637293 12.8872182, 77.663797 12.887232, 77.6640487 12.8869689, 77.6643382 12.8865684, 77.6645354 12.8864469, 77.6649955 12.8863235, 77.6655251 12.8861994, 77.6658997 12.8861956, 77.6662949 12.8862203, 77.6664983 12.8863065, 77.666751 12.8865144, 77.666869 12.8865144, 77.6669294 12.8865628, 77.6671663 12.8868273, 77.6674259 12.8873067, 77.6675241 12.8874333, 77.6676878 12.8876759, 77.6677639 12.8878582, 77.6678041 12.8879455, 77.6678855 12.8880286, 77.6679297 12.8880436, 77.6679795 12.8880506, 77.6680168 12.8880487, 77.6680264 12.8880281, 77.6679325 12.8879541, 77.6679291 12.887895, 77.6680011 12.8878138, 77.6678221 12.8875478, 77.667645 12.8872651, 77.6671819 12.8866026, 77.6670293 12.886449, 77.6669998 12.8864085, 77.6668813 12.8861577, 77.6665554 12.8857231, 77.6662416 12.8846423, 77.6662004 12.8834383, 77.6661048 12.8833124, 77.6658326 12.8833206, 77.6647878 12.8831545, 77.6645379 12.8831237, 77.6643325 12.8830983, 77.6638625 12.8829411, 77.6633614 12.8826035, 77.6631329 12.8825463, 77.6628085 12.8824999, 77.662597 12.8824984, 77.6625526 12.882553, 77.6625655 12.8827871, 77.6625844 12.8828905, 77.6626286 12.8830369, 77.6627064 12.8832042, 77.6629112 12.8835653, 77.6629636 12.8837425, 77.6630309 12.8838317, 77.6631944 12.8840047, 77.6632643 12.8841403))"
Singasandra Lake,"POLYGON ((77.6446468 12.8821679, 77.645015 12.8815571, 77.6455917 12.8812908, 77.6461593 12.8818573, 77.6460512 12.8819897, 77.6459257 12.8823329, 77.6459067 12.8826356, 77.6458901 12.8828605, 77.6458759 12.8830391, 77.645813 12.8834081, 77.6456735 12.883531, 77.6456098 12.8835481, 77.6455692 12.8835005, 77.6455669 12.8830812, 77.6455195 12.8829395, 77.6447743 12.8823381, 77.6447039 12.8822571, 77.6446823 12.8822042, 77.6446468 12.8821679))"
Hoodi Lake,"POLYGON ((77.7163941 12.999043, 77.7167176 12.9990163, 77.7169928 12.9990721, 77.7174456 12.9991704, 77.7179235 12.9991558, 77.7179519 12.9993211, 77.7179057 12.9993576, 77.7178021 12.9994394, 77.7176165 12.999605, 77.7174782 12.9996646, 77.7171813 12.9999282, 77.7169619 13.0002537, 77.7167492 13.0005301, 77.7167299 13.000772, 77.7169273 13.0011304, 77.7170461 13.0013327, 77.7169546 13.0015554, 77.7168161 13.0016815, 77.7166182 13.0015781, 77.7164969 13.0016046, 77.7163863 13.0015728, 77.7163457 13.0012602, 77.7162179 13.0010695, 77.7160368 13.0008368, 77.7159481 13.0006992, 77.7162235 13.0003357, 77.7161366 13.0002086, 77.7158501 13.0000077, 77.7158178 12.9998823, 77.7158128 12.9997129, 77.7157362 12.9996231, 77.7155525 12.999527, 77.7156271 12.9994204, 77.7161131 12.9991391, 77.7163941 12.999043))"
Kammagondanahalli Lake,"POLYGON ((77.5221974 13.067021, 77.5223824 13.067021, 77.5224414 13.0670602, 77.5228062 13.0677525, 77.5229242 13.0678179, 77.523171 13.0677865, 77.5241688 13.0675749, 77.5243834 13.0675827, 77.5246972 13.0675749, 77.5248179 13.0675278, 77.5250781 13.0673998, 77.5253516 13.067345, 77.5254884 13.0673528, 77.5255582 13.0674155, 77.5257003 13.0678623, 77.5255877 13.0681, 77.5256494 13.0688107, 77.5256494 13.0692026, 77.5256225 13.069362, 77.5255448 13.0694351, 77.5250244 13.0695684, 77.5246569 13.0696389, 77.5237906 13.0698062, 77.5234473 13.069767, 77.5233614 13.0697069, 77.5229323 13.0688055, 77.5224388 13.0682202, 77.5223127 13.0679563, 77.5221142 13.0675043, 77.5219828 13.0671255, 77.5221974 13.067021))"
B Narayanapura Lake,"POLYGON ((77.6825701 12.9973358, 77.682512 12.9972449, 77.682435 12.9970284, 77.6823973 12.9968845, 77.682372 12.996526, 77.6823812 12.9961477, 77.6823881 12.9959757, 77.6824326 12.9959484, 77.6826715 12.995872, 77.6828082 12.995715, 77.6828311 12.9955262, 77.6828492 12.9954198, 77.682886 12.9953203, 77.6829337 12.9952596, 77.6829828 12.9953368, 77.6830273 12.9954521, 77.6830391 12.9955675, 77.6830528 12.9957225, 77.6830688 12.9958866, 77.683168 12.9960634, 77.6832836 12.9961708, 77.683316 12.9962027, 77.6833188 12.99625, 77.6832833 12.9963451, 77.6832062 12.9964528, 77.6830914 12.9966225, 77.6829807 12.9968001, 77.6828478 12.9970197, 77.6827825 12.9971201, 77.6827131 12.9972264, 77.6826561 12.9973126, 77.6825701 12.9973358))"
Basavanapura Kere,"POLYGON ((77.7123207 13.0093529, 77.7119387 13.0093023, 77.711814 13.0093331, 77.7117687 13.0093569, 77.7117743 13.0094312, 77.7119046 13.0097149, 77.7122441 13.0104561, 77.7123402 13.0108106, 77.7123716 13.0108735, 77.7124474 13.0109026, 77.7126562 13.0109394, 77.7128128 13.0109569, 77.7129507 13.0109762, 77.7136945 13.0110655, 77.7137907 13.0111217, 77.7139759 13.0114444, 77.7140078 13.0115891, 77.7140614 13.0115913, 77.7141138 13.0115934, 77.7139879 13.0112732, 77.714045 13.0108717, 77.7141309 13.0105372, 77.7142167 13.0101608, 77.7143025 13.0098682, 77.714324 13.0097871, 77.7143383 13.0096993, 77.714151 13.0096774, 77.713721 13.0096332, 77.7135382 13.0095816, 77.7131513 13.0095062, 77.7128066 13.0094364, 77.7123207 13.0093529))"
Subramanya Swamy Temple Kalyani,"POLYGON ((77.6278024 12.9772766, 77.6278081 12.9775356, 77.6281239 12.977529, 77.6281182 12.97727, 77.6278024 12.9772766))"
Andrahalli Lake,"POLYGON ((77.485384 13.0117707, 77.4853733 13.0111853, 77.4852821 13.0105058, 77.4852231 13.0100929, 77.4853143 13.009991, 77.4862164 13.0099431, 77.4863657 13.0100615, 77.4864677 13.0102523, 77.4866581 13.0103908, 77.4870465 13.0105288, 77.4871087 13.0106652, 77.4872482 13.0110154, 77.4872482 13.0112402, 77.487106 13.0115799, 77.4855798 13.0119196, 77.4854807 13.0118442, 77.485384 13.0117707))"
Ullal Lake,"POLYGON ((77.4795602 12.959332, 77.4795751 12.9619091, 77.4797761 12.9626208, 77.4800056 12.96273, 77.4802519 12.9635165, 77.4808112 12.9633389, 77.481239 12.9632009, 77.4814044 12.9625328, 77.4814701 12.962008, 77.481679 12.9614015, 77.4826929 12.9602266, 77.4832355 12.9597514, 77.4838033 12.9594986, 77.4835888 12.959415, 77.4832669 12.9593941, 77.4828041 12.9595782, 77.4822155 12.9598123, 77.4815074 12.9599587, 77.4807242 12.9597694, 77.4800279 12.9594777, 77.4795602 12.959332))"
Gunjuru Lake,"POLYGON ((77.7374546 12.9184873, 77.7374546 12.9183199, 77.7374578 12.9180554, 77.7373394 12.917738, 77.7373505 12.9175325, 77.7393536 12.9139958, 77.7395371 12.913962, 77.739861 12.9140607, 77.740244 12.9141997, 77.7405906 12.9143116, 77.7408449 12.9147435, 77.7411238 12.9153501, 77.7415347 12.915943, 77.7419177 12.9165004, 77.7424789 12.9167587, 77.7431623 12.9172533, 77.7438704 12.9175461, 77.744174 12.9177417, 77.7437631 12.9178389, 77.7432696 12.917818, 77.743055 12.9179017, 77.7427331 12.9181945, 77.7425186 12.9184873, 77.742157 12.918871, 77.7419821 12.9191356, 77.7417675 12.9195957, 77.7415133 12.9194985, 77.7411056 12.9191429, 77.7403299 12.918801, 77.7399254 12.9186201, 77.739523 12.9185312, 77.738742 12.9184245, 77.7382088 12.9184109, 77.7374546 12.9184873))"
Brigade Gateway Lake,"POLYGON ((77.5562301 13.0117612, 77.5562144 13.0117715, 77.5560822 13.0118541, 77.555979 13.0118843, 77.5558804 13.0118989, 77.555803 13.0118656, 77.5557817 13.0118032, 77.5557892 13.0111742, 77.5558383 13.0110905, 77.5559163 13.0110621, 77.5566336 13.0113305, 77.5565498 13.011469, 77.5565259 13.0114972, 77.5564935 13.0114797, 77.5564584 13.0114682, 77.5564217 13.011463, 77.5563847 13.0114643, 77.5563485 13.011472, 77.5563143 13.0114859, 77.5562832 13.0115055, 77.5562533 13.0115336, 77.5562297 13.0115669, 77.5562134 13.0116042, 77.5562052 13.0116438, 77.5562053 13.0116843, 77.5562137 13.011724, 77.5562301 13.0117612))"
Uttarahalli Lake,"POLYGON ((77.5401532 12.9081475, 77.5401555 12.9082507, 77.541125 12.9087783, 77.5415702 12.9088669, 77.542157 12.9091183, 77.542314 12.9091508, 77.5424954 12.9091318, 77.5426343 12.9090873, 77.5427426 12.9090107, 77.542861 12.9089104, 77.5429268 12.9088112, 77.5429489 12.908716, 77.542937 12.9086249, 77.5421359 12.907673, 77.5420229 12.9075136, 77.5419717 12.9072408, 77.541895 12.9070181, 77.5418225 12.9069439, 77.5417254 12.9069428, 77.5416146 12.9069942, 77.5410995 12.9074865, 77.5406597 12.9078222, 77.5404735 12.9079143, 77.5402401 12.9080302, 77.5401532 12.9081475))"
Sunkalpalya Lake,"POLYGON ((77.4951656 12.9078007, 77.4957674 12.9076466, 77.4959011 12.9073859, 77.4959923 12.9070897, 77.4961381 12.9070305, 77.496284 12.9070838, 77.4964299 12.9074333, 77.4973356 12.9069771, 77.4973815 12.9065241, 77.4973418 12.9058684, 77.4975516 12.9054658, 77.497372 12.9053182, 77.4966913 12.9054367, 77.4958829 12.9055671, 77.4957087 12.9055896, 77.4948739 12.9056974, 77.4950258 12.9061418, 77.4951292 12.9068527, 77.4951474 12.9073563, 77.4951656 12.9078007))"
Mylasandra Tank,"POLYGON ((77.4938406 12.9069771, 77.4935488 12.9070305, 77.4932267 12.9071608, 77.4930565 12.9072852, 77.4929593 12.9075044, 77.4926736 12.9077473, 77.4924791 12.9077473, 77.4920354 12.9076644, 77.4918105 12.9076525, 77.4918863 12.9077911, 77.4922147 12.908559, 77.492343 12.9091485, 77.4924044 12.909259, 77.4926534 12.9093514, 77.4928922 12.9093933, 77.4929854 12.9092753, 77.4939269 12.9076203, 77.4939457 12.9073589, 77.4938406 12.9069771))"
Konasandra Lake,"POLYGON ((77.481627 12.8937622, 77.4833217 12.8932333, 77.4845763 12.893039, 77.4849113 12.893132, 77.4852033 12.8932778, 77.4859116 12.8932581, 77.4861727 12.8929615, 77.4861456 12.8922503, 77.4861094 12.8920752, 77.4859006 12.8910655, 77.4849019 12.89124, 77.4840728 12.8912217, 77.4831023 12.8912676, 77.4823041 12.8917681, 77.4819682 12.8919906, 77.4817197 12.8925324, 77.4814332 12.892855, 77.4812273 12.8932147, 77.4812839 12.8935729, 77.481627 12.8937622))"
