,Unnamed: 0,name,impervious_fraction,max_3day_rain_mm,peak_30min_intensity_mm,year,sar_flood_freq_pct,potential_ha,static_water_ha,static_weed_ha,elevation,slope,flow_accumulation_km2,csr_ratio,log_flow,urban_stress,urban_surge,water_retention_ratio,weed_clogging_ratio,biological_clogging,rain_intensity_impact
781,209,Sarakki Kere,0.0888827442124829,73.45571103363581,5.744879777108052,2021,3.7608105801925977,21.34402416952397,16.46087535188214,2.284651353661531,900.2288357961614,2.499963751792301,4.952043056488037,0.23190210038047498,1.783734531457589,0.4401511763190282,0.5106206797601608,0.7708558921355333,0.10698926513917405,0.12181216712971564,0.5106206797601608
782,371,Sarakki Kere,0.0825014977648739,105.44784006373818,7.929494724053639,2022,3.7608105801925977,21.34402416952397,16.46087535188214,2.284651353661531,900.2288357961614,2.499963751792301,4.952043056488037,0.23190210038047498,1.783734531457589,0.4085509691564071,0.6541951912530907,0.7708558921355333,0.10698926513917405,0.12181216712971564,0.6541951912530907
783,533,Sarakki Kere,0.0843694793922914,70.34123076019456,5.5068641367179385,2023,3.7608105801925977,21.34402416952397,16.46087535188214,2.284651353661531,900.2288357961614,2.499963751792301,4.952043056488037,0.23190210038047498,1.783734531457589,0.4178012946041072,0.4646112602989727,0.7708558921355333,0.10698926513917405,0.12181216712971564,0.4646112602989727
784,695,Sarakki Kere,0.0850453937969491,88.7405516898945,7.870741393360042,2024,3.7608105801925977,21.34402416952397,16.46087535188214,2.284651353661531,900.2288357961614,2.499963751792301,4.952043056488037,0.23190210038047498,1.783734531457589,0.4211484518384726,0.6693703012722526,0.7708558921355333,0.10698926513917405,0.12181216712971564,0.6693703012722526
785,857,Sarakki Kere,0.0867628308524202,94.24207453786605,7.939615144563625,2025,3.7608105801925977,21.34402416952397,16.46087535188214,2.284651353661531,900.2288357961614,2.499963751792301,4.952043056488037,0.23190210038047498,1.783734531457589,0.4296532740839735,0.6888634858210876,0.7708558921355333,0.10698926513917405,0.12181216712971564,0.6888634858210876
786,154,Saul Kere,0.0497605362513401,76.81999846175313,7.144999980926514,2020,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,1.1880566255841325,0.35553903056671815,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.35553903056671815
787,316,Saul Kere,0.036689102633026,63.28999811597168,5.569999694824219,2021,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,0.875969890069842,0.20435829046932927,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.20435829046932927
788,478,Saul Kere,0.0374509629238232,97.71999745536596,8.40999984741211,2022,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,0.8941596692490544,0.3149625924747897,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.3149625924747897
789,640,Saul Kere,0.0340717438920616,70.4099979000166,6.529999732971191,2023,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,0.8134791970831974,0.22248847851702508,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.22248847851702508
790,802,Saul Kere,0.0442554812468704,84.55499797128141,7.349999904632568,2024,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,1.0566208018375751,0.32527778294396587,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.32527778294396587
791,964,Saul Kere,0.0321425170266559,97.16499748453498,7.514999866485596,2025,21.020080299846416,16.636939759192373,3.825709552100187,11.049253835869584,876.8223803257118,2.071848072714615,23.875478744506836,1.434226295636283,3.2138825288697794,0.7674179820648721,0.2415510111638301,0.2298145849892708,0.6637408434044599,0.7423097758372547,0.2415510111638301
