,name,lat,lon,potential_ha,static_total_ha,static_water_ha,static_weed_ha,buffer_total_ha,buffer_water_ha,buffer_weed_ha,in_build_ha,out_build_ha,in_green_ha,out_green_ha,encroachment_pct
68,Horamavu Lake,13.0234630286734,77.66730636354119,4.614853544395296,3.349800516689525,0.6232913937731973,2.7378073036872017,4.9712086921128416,0.6263548674549776,4.356152005428737,0.8273169845286849,2.086002838530696,1.9319094959797567,2.1014307315487333,17.927264138933616
111,Nagarbhavi Lake,12.96512245893655,77.5089551130528,0.8875362890984033,0.3895498007820479,0.03390225880940755,0.3588763274238935,1.2314208500900767,0.03477592713898303,1.199873708402347,0.15852710140103607,0.3844850975400637,0.463659995438819,1.4337078458893224,17.861478268350535
38,Dasarahalli Tank,13.040938080379156,77.51222178496144,5.82432466497085,3.4593735258364213,2.8883276226662034,0.5835331450543372,5.008429844446618,2.898226323713415,2.1231148108383873,0.9896387612431345,1.6977613007484385,0.7402473485066533,2.067487860871359,16.991476577449475
67,Horamavu Agara Lake,13.03551737055676,77.6587825169042,14.386911314951588,10.853421067986583,8.737573143621209,2.805262765330396,12.110086041733483,8.805586863924912,3.9984963591287648,2.3849971157622494,3.140647101295322,1.8705938354417393,1.4160604135037094,16.57754790831054
40,Devasandra lake,13.00146711300279,77.70311597111605,3.4236964712045705,2.768296517900952,2.396184630959704,0.42872790532779076,4.635793051922367,2.5003014864304487,2.2000581350109623,0.5670583664793127,1.4390773039165818,0.41580831531350126,2.030804758107803,16.562752313139566
86,Kattigenahalli Lake,13.11470604186908,77.62870154197827,5.4566227068762645,4.547413468640893,3.7160666794965156,1.4050742166885668,6.7537275465642415,3.7205969596862793,3.607516043980418,0.9020464618313856,0.5404777970317766,1.572068400539323,3.6693664965645767,16.531222888008273
144,Thalaghattapura Lake,12.866807330378649,77.53137701574505,4.068044733416987,2.6322167268506216,0.5555641212463379,2.0944177329134472,3.601205424716426,0.5555641212463379,3.0634064307792515,0.6704453129722245,1.0852299956033744,1.7619916285705564,2.3923734891365402,16.480775333290858
1,Agara Lake,12.920763885081588,77.64136384676314,26.72469894477696,22.840236345494088,18.592973515327305,4.4614193589673015,28.247326586764967,18.66137890611736,9.807158149702783,4.373061777733696,2.0815205898758644,4.49692326280382,6.882121948627147,16.363371526729065
156,Vrishabhavati,12.920521985102395,77.50049244727587,33.729295355027205,12.40283602752384,0.07118335164288282,12.331652675880958,49.98401244807025,0.482509136677661,49.50150331139258,5.491957145145389,27.60657071917367,13.672110044254948,50.57175881910974,16.282454428229958
58,Gunjuru Palya Lake,12.919058746365748,77.72142862960163,12.819448735931994,3.7645607561084033,2.0077183165706067,1.8682554282005162,4.582591202923146,2.0129613026891966,2.681042888896668,2.0239496490643067,1.5864371117106917,1.5668167727152502,3.575659515146491,15.78811765432098
141,Subramanyapura Lake,12.89621448522282,77.54290626308375,3.656729347109326,2.15271550279904,1.0387385073184343,1.1169343384542025,3.3723282689402456,1.101311450322469,2.2790909449249463,0.5710030279765409,1.5708095460914169,1.7184863750193482,1.5489546896506916,15.615129635665362
92,Konanakunte Lake,12.891298765845894,77.56843423601899,2.033049715438544,1.1488546680964051,0.0,1.1488546680964051,1.9412566163595362,0.0,1.9412566163595362,0.31048963975993643,1.1402678493330214,1.3912036818749922,1.396333269683738,15.272112501831343
59,Halagevader Halli Lake,12.924033216248748,77.51497862796384,2.841294239783194,1.5083516372206944,0.5392935541788737,0.9868192495508131,2.8280790274980334,0.5792228201373729,2.266617373869653,0.42284851988748784,0.8868826199310901,1.1704906117133849,2.280869144825656,14.882250277597207
14,B Narayanapura Lake,12.996369876041287,77.68277699822079,1.2442216766716452,0.6861849062945796,0.18240412000020342,0.5279937224414302,1.119460419970743,0.18950657981872557,0.9541667762990714,0.18152417634752058,1.7323101980211841,0.5064838386640361,0.5641581692804074,14.589375812283448
44,Doddakalasandra Lake,12.882075315569107,77.56165804962087,5.803743398569146,3.8251030987234693,1.3451993985688453,2.840011102426068,5.399448149066501,1.34845457127889,4.412734896553887,0.8464756544758915,1.2853675703734355,2.4402837013613627,3.0845749695208187,14.584994482777812
125,Puttenhalli Lake,12.89046625504118,77.58730179644434,3.3943293367572855,2.4458531587583248,1.4359560729008096,1.089715621773215,3.7957509059701557,1.4616102248716667,2.414883806378233,0.48473784100750694,1.8945840675144563,1.1780202607288237,1.440798465994044,14.280813466102643
109,Mylasandra Tank,12.908148528172022,77.49295163059372,3.159975451887542,1.5929125098673504,0.4133764278411865,1.1811508306630454,2.930428058458715,0.41499118436177573,2.5170516227338204,0.44512038854112806,0.7275753333322363,1.7656661631615334,2.7837083266404092,14.0861976720498
93,Konasandra Lake,12.892364819323038,77.48386915601256,10.504325276348638,7.904312505668691,5.361308307520549,2.6205170609258515,10.16849799249188,5.361308307520549,4.88470254774904,1.4512388119147808,0.7418126018564061,1.9537985090936403,4.609504911262161,13.815630930454578
34,Chinnappanahalli Lake,12.965899542357478,77.7071336932344,2.6950024717682495,1.9262624875720658,1.4574698069803074,0.4971046034260669,3.4637418303550764,1.5734085009456458,1.9210066934129302,0.3478279015081069,0.9661903963300916,0.6288514986394745,2.318043926197626,12.906403803032115
50,Dubasi Palya Kere,12.930906716779104,77.4948486538195,4.0859105861110345,2.117253452915367,0.44674027633916324,1.6705131765762034,4.150826141285117,0.45370526796976723,3.69712087331535,0.5249565340782617,0.8949931970962822,2.3211872333990367,2.6139510500111296,12.847969210650662
137,Singasandra Lake,12.882218148493388,77.64546471624104,2.0081188734436033,1.757642381574344,1.2174126622163859,0.8233530282413256,2.9281903866357744,1.3334141367320143,1.9193744956516439,0.25771518077725675,1.4838030120241255,0.7670336515244626,1.28278745936774,12.833661601681795
9,Andrahalli Lake,13.01093089516202,77.48615165564563,3.549735056047627,2.1168359893404896,1.6544556629180907,0.5398572267774195,4.119096236907361,1.6544556629180907,2.5421174743442916,0.4411880259285721,0.2777586687260048,0.532723676793217,3.0418945069700754,12.428759300695614
5,Ambalipura Lower Lake,12.916994280641036,77.66490178165023,2.194087861926509,1.71764489644917,0.6297312315622965,1.1411986550703859,2.550448386705685,0.6593908730440825,1.9443425038451154,0.26163759085212657,0.6142314094698039,1.2523722496626115,1.9640651493416579,11.924663336973062
39,Deepanjali Nagara Kere,12.94922037326571,77.53094389810916,1.4157398143513997,0.8096905309151047,0.2872088940235213,0.5257106238860085,1.7424808039232644,0.32570344076917057,1.420006350148519,0.15983487408955888,1.0864800712405935,0.6281391944984984,1.2574800842190414,11.289848068784083
106,Mallathahalli Lake,12.965140690150449,77.49451172119795,13.682834263344565,9.054826846223222,4.26648095358406,5.0369627831014,10.524212244451686,4.281573925616694,6.492869596427968,1.5144592516067605,3.4533831116365907,2.6428917528244718,2.448448692196117,11.068315397665085
45,Doddakannelli Lake,12.911890840928043,77.69348851887294,6.620274250452378,5.630636351334812,4.565415942685994,1.2047140139595973,7.9903331830163085,4.663338131078084,3.4836237875441007,0.7277487726528195,0.613170454822615,1.2113058292678132,4.633173223701925,10.992728475003748
51,Gantiganahalli Lake,13.138236915569406,77.57742306465795,19.928855241875755,11.519487232005796,9.076043095348084,2.576879025951709,14.299233774525257,9.082818926493326,5.350317908945023,2.1303897998779893,0.6305253056819143,2.635550800298553,7.41376500197866,10.689975786474083
23,Bheemanakatte Lake,12.915130085030173,77.52870815699806,0.7108136510662005,0.2786734424421522,0.0,0.2786734424421522,0.7145754682433682,0.0387022853108325,0.6758731829325358,0.07401692716760568,0.6503722960912167,0.35954188067018594,0.6570476731867573,10.41298616825695
159,Yelahanka Lake,13.11353974982512,77.59347334803519,96.00122626501349,90.72614112517316,86.33840447454963,4.985338876306872,102.74724735550227,86.59226099757875,16.832627867297507,9.827204937097882,4.7043725652881685,4.624975865048676,15.86080925804786,10.236541052058719
104,Mahadevapura Lake,12.987433073351456,77.6924113575015,7.541746518874827,6.54282189383164,5.528156426412546,1.2079767047503107,8.906690467894808,5.636273414931453,3.485112414291482,0.7519005742410895,1.3361089477563997,1.1029238176213683,2.837963539834116,9.969846803512928
72,ISRO Layout Lake,12.897852980860495,77.55454299205834,1.691910455097872,1.1936790973279374,0.6957267991683063,0.4979522981596305,2.493677221239875,0.7118939655009751,1.7817832557389004,0.16600322286019914,0.2566922112064735,0.5186409818043428,1.988872379936766,9.81158443462638
112,Nagarbhavi Thorai,12.954774733612108,77.51466053851422,10.020582052830724,3.665370166905723,0.007097183765585884,3.658272983140137,19.756558154998473,0.18277351344189607,19.573784641556575,0.9747436932108758,7.621184292589078,4.327228310942808,27.78366366078198,9.727415913285393
80,Kaggadasapura Lake,12.981350433081964,77.67081485026253,11.792143982959823,8.108254775848385,1.7003716613510227,6.469276643350138,11.036183675900128,1.762917462240481,9.33622338859658,1.1030558549255176,2.9267520258515805,5.226843031757827,3.7153333799569146,9.354158637474939
70,Hosakere,12.926777467658605,77.48125017978349,11.925200619868852,6.1097887116331195,0.7572678716023763,5.352520840030743,8.445872334628637,0.758882493464152,7.686989841164485,1.04225697227877,3.669255054553162,5.549602239157482,4.640252738009684,8.739953360132505
61,Haralur Lake,12.896628304542794,77.66280255958233,7.932285794605927,6.822697730123978,6.095597764600865,1.8788747797832615,10.479216555262544,6.147614132750268,5.505579468588736,0.6807722484015173,0.8724887698723288,1.3720798327442243,4.39551097253737,8.582296024488334
33,Chikkalasandra lake,12.915288997678598,77.55313827002516,2.1610864384131334,0.44477926901574233,0.0,0.44477926901574233,0.6753531433853449,0.012949300178079015,0.6624038432072658,0.18325974090276975,1.9912250851375604,0.7738628103064243,0.3198830722803851,8.479981996339571
142,Subrayana Lake,12.86362129366551,77.58491711006387,1.036166656589882,0.5398831451116824,0.03876076787312823,0.5091975435593551,1.546212351976781,0.04073681749231673,1.5135507008052649,0.08754102796018513,0.3551878274461335,0.642326754849004,2.224713202390484,8.448547094565903
124,Puttenahalli Lake,13.111411030772032,77.57641471117208,8.443043142173627,7.125578666319015,1.9156160192781337,5.376851685257962,12.80448694563473,1.97019536559161,11.032747549027087,0.6931238058287178,0.8674462755340375,5.7463036219089565,7.762420649176698,8.209407368375425
136,Singapura Kere,13.082462806971574,77.53518207283888,8.072643583628338,4.33818812786227,1.4473791538747152,2.9263092393633277,5.689901226702921,1.4538970488230387,4.2715044432556555,0.6289181673720615,1.8810330277591285,3.388406448475457,2.461726184964648,7.79073373990565
99,Lal Bahadur Shastri Nagar Lake,12.96802477519852,77.67691153377919,11.135766333396768,8.987983768892976,1.557853706319971,7.501669085464976,12.203027181801389,1.6862751759128944,10.59262768528608,0.8471229808049422,3.0031365945329855,5.743155798276515,4.761455158354815,7.607226619549068
29,Chelekere,13.026594703315864,77.64510807725,2.9414358670911604,1.912721203994252,0.7556512711837868,1.182894002787272,4.519255952334934,0.7802601780954997,3.764819844216241,0.222074112860985,0.6602132604596505,1.3985248724774129,4.16073169271681,7.549853979328747
157,Yediyur Lake,12.933624252081572,77.5766528097287,3.8840622334858015,3.688303908817566,3.0587907022079768,0.6967181791851568,5.853940496008879,3.1456241579606803,2.7809729425607315,0.2902403340612673,0.7763721985990238,0.7811012973650765,2.479234135688332,7.472597415123995
153,Vengayyana Lake,13.016536819104063,77.69922956789692,14.154800670462194,8.128196603746604,0.06294861005147297,8.081388663708557,11.669388051012326,0.08036785950953661,11.605160861516216,1.0472967771048955,2.534621511828852,9.23629421523749,6.221210081555733,7.39888043277333
63,Hebbal Lake,13.04705059740462,77.58628405047017,45.28392121431239,39.84251730619594,32.669093943904805,7.938679548373251,49.46436212314831,32.80041354522705,17.48541220783459,3.2435559260713664,0.8911982875135832,9.060878142444881,17.029126288303562,7.162709940070762
42,Doddabidirakallu Kere,13.043049587492616,77.4955523373924,11.45499852283553,4.568080753723344,0.0,4.568080753723344,6.26223728303149,0.0,6.26223728303149,0.8196969129146007,1.073785061277003,3.517899262484882,4.827878181126412,7.155801122807093
79,Kadiranpalaya Kere,12.983758433611657,77.63599700480563,4.8598796139646065,3.2032933361980955,1.5125770313262938,1.779501473710303,4.957703247717066,1.5125770313262938,3.5339113852292736,0.32617232720817607,0.681875003308564,2.0246739905333673,3.1611493744644483,6.711531007289505
155,Vijinapura Lake,13.00901091674756,77.67658852687461,1.673324603711296,0.8602792031680836,0.7566909884987626,0.17138113967745908,1.4295434496227586,0.7570201404571533,0.7403162341737435,0.1122409824790206,1.4133671075838372,0.3070365466787301,1.0423024824454112,6.707663428248132
115,Narsipura Lake,13.072648114030994,77.55874346146666,3.62940563165403,3.107410972702923,0.6022680771502327,2.521204045327878,6.120849839522915,0.6309604462816824,5.507640192674624,0.24313247803981006,0.5704575982680975,2.5677043282328085,4.251224671515171,6.698961282236376
128,Sampigehalli Lake,13.077681268458669,77.62364376174892,2.939476521618412,1.3709302163471893,0.617121175887164,0.8667666231880934,2.740314554196028,0.6758336427790823,2.1790521683088313,0.19565993250977756,0.6806562439009722,1.4476657814918468,2.3104005476723475,6.656284922529385
91,Kogilu Lake,13.110236255646962,77.61904586051043,24.117815672179574,15.100112897902344,3.654005356461768,11.773704692597732,18.47425505552803,3.6593582499186197,15.145657610357945,1.570245115107119,2.3533402613292025,6.3976042361754395,5.65983986309575,6.510726910142327
108,Munekolala Lake,12.960898656256166,77.70829905177543,4.391107579288856,3.8566143015797922,2.9911528683606314,0.9880306136197361,5.931670928992477,3.092779289349325,2.979346077661951,0.280269634835237,0.6672993898927775,0.9420291874729733,2.6576969708850333,6.382663821700923
152,Veerasagara Lake,13.101982746998315,77.55655652664406,6.538603706129483,4.089377151033489,3.066137159472696,1.076119350497177,6.167512965312284,3.0836012039932554,3.13877164761562,0.40451298503052957,1.535247826611388,1.588138968178743,3.433863122866762,6.186534667200077
134,Sheelavathana Kere,12.964500799128748,77.74300191167788,4.4653079313719495,3.974582283332175,3.071014165393605,2.49274279056923,6.139495486399832,3.094856657383738,4.639663325857524,0.27587189313601823,1.565261455363354,1.3996757445760488,2.594247614889207,6.178115762136422
57,Gunjuru Lake,12.916958543452626,77.74024489236726,22.03662371149998,1.6246260237345975,0.04844083620707193,1.5761851875275257,2.431615587908676,0.04844083620707193,2.383174751701604,1.355497164017421,2.0677583438589062,5.504290843582652,5.757414118831362,6.151110904117514
113,Nagawara Lake,13.044991240812452,77.60938980078092,19.98963665112963,18.91986345222872,17.82657961397956,1.244400549239115,23.22876094392714,17.91243241074506,5.492242190052605,1.1465253214887234,1.7738928935994664,1.3267157985841835,6.250936049019804,5.735598607911327
97,Kuppareddi Kere,12.845056879457092,77.52361784126207,3.41807241314757,2.980247241386961,2.1310227754400914,0.9052669356367321,4.147937360534668,2.1416891264597577,2.064393568954468,0.19289955276588985,0.0025272424201715498,1.0418572850001715,4.953761079151431,5.643518610779114
16,Bagalagunte Lake,13.05884239393804,77.49937518559601,2.9891722814223356,1.6756231734910356,0.5067330083211262,1.1785729652085648,2.5305439613865874,0.5067330083211262,2.0334937531041164,0.16029772055781744,1.3842910221628426,1.2776788163572823,1.1086474153915107,5.362612304217644
121,Parappana Agrahara Lake,12.87883429836661,77.66108455466913,4.266016824660958,3.5163835114497775,2.656756277778476,2.2814122548855056,5.713318570951077,2.743437452434964,4.447549486664916,0.22723726352816317,0.8110646667111464,1.7627702666443466,2.9587572818970522,5.326684653809889
60,Halasuru lake,12.982697388966644,77.61971614840355,37.82345834809546,36.33114863838694,33.52969812534258,3.511176863505046,46.42163438951829,33.98717828415216,13.285181602294026,2.000092965445425,1.70830469079909,3.9936051898657126,11.65874536777371,5.28796956385702
118,Palanahalli Lake,13.115942427181013,77.61676134583574,7.300010767986824,5.813645144637864,3.0822752464498886,3.232768908745262,7.367137124579934,3.0860146235985852,4.782901145034491,0.3737286804842482,1.5590518595631917,2.5246749162212696,2.263368287981818,5.119563413840197
20,Begur Lake,12.873969501844538,77.63054335089946,42.77824065503287,33.19044807019851,16.563823520972058,17.2348310542083,37.41178952046163,16.60500156695048,21.428547360173145,2.133654194303525,4.006400628969778,10.39604318503038,4.7008049855126295,4.987709082076288
