,name,impervious_fraction,max_3day_rain_mm,peak_30min_intensity_mm,year
61,Gunjuru Palya Lake,0.0729458166816672,71.5749982856214,6.924999713897705,2020
223,Gunjuru Palya Lake,0.075172865028583,70.74499854072928,3.994999885559082,2021
385,Gunjuru Palya Lake,0.0905901831708868,92.60049746092407,7.460000038146973,2022
547,Gunjuru Palya Lake,0.117250255726586,55.97499892022461,5.690000057220459,2023
709,Gunjuru Palya Lake,0.1581450069576062,90.74999806657434,7.625,2024
871,Gunjuru Palya Lake,0.1467240886764575,114.74499726854263,9.625,2025
64,Halagevader Halli Lake,0.8527415143603134,78.03999843634665,6.565000057220459,2020
226,Halagevader Halli Lake,0.8425587467362926,68.39499835297465,5.554999828338623,2021
388,Halagevader Halli Lake,0.8151436031331594,105.12999767344444,8.84999942779541,2022
550,Halagevader Halli Lake,0.8731070496083551,70.91499849408865,5.704999923706055,2023
712,Halagevader Halli Lake,0.8691906005221932,78.6149985678494,10.074999809265137,2024
874,Halagevader Halli Lake,0.9310704960835512,93.39999744854867,9.050000190734863,2025
110,Halasuru lake,0.0,76.81999846175313,7.144999980926514,2020
272,Halasuru lake,0.0,63.28999811597168,5.569999694824219,2021
434,Halasuru lake,0.0,97.71999745536596,8.40999984741211,2022
596,Halasuru lake,0.0,70.4099979000166,6.529999732971191,2023
758,Halasuru lake,0.0,84.55499797128141,7.349999904632568,2024
920,Halasuru lake,0.0,97.16499748453498,7.514999866485596,2025
86,Haralur Lake,0.3836871000347162,66.52499807905406,6.309999942779541,2020
248,Haralur Lake,0.3791309904545971,78.96499759331346,5.670000076293945,2021
410,Haralur Lake,0.3727745570619699,111.43999750632791,8.09999942779541,2022
572,Haralur Lake,0.4430148357742163,63.59999836515635,4.654999732971191,2023
734,Haralur Lake,0.3917271126922828,96.47499763779342,7.039999961853027,2024
896,Haralur Lake,0.3841325726504391,99.87499761022627,8.489999771118164,2025
125,Haraluru Lake,0.7829893914117441,66.52499807905406,6.309999942779541,2020
287,Haraluru Lake,0.763403596412804,78.96499759331346,5.670000076293945,2021
449,Haraluru Lake,0.7563527102131855,111.43999750632791,8.09999942779541,2022
611,Haraluru Lake,0.7555692784132279,63.59999836515635,4.654999732971191,2023
773,Haraluru Lake,0.9381088878033494,96.47499763779342,7.039999961853027,2024
935,Haraluru Lake,0.7916071412112776,99.87499761022627,8.489999771118164,2025
96,Hebbal Lake,0.0,79.80999792739749,9.220000267028809,2020
258,Hebbal Lake,0.0,58.779998514801264,8.269999504089355,2021
420,Hebbal Lake,0.0,117.69999729841948,9.09000015258789,2022
582,Hebbal Lake,0.0,58.109998618252575,4.605000019073486,2023
744,Hebbal Lake,0.0,76.2749980604276,6.420000076293945,2024
906,Hebbal Lake,0.0,97.92499818746,6.605000019073486,2025
6,Hemmigepura Kere,0.2336091387558338,83.18499769922346,7.029999732971191,2020
168,Hemmigepura Kere,0.3610521367495107,65.76999851781875,6.239999771118164,2021
330,Hemmigepura Kere,0.3802827287223746,104.38499741069973,7.859999656677246,2022
492,Hemmigepura Kere,0.4018576155786536,70.43499897420406,5.670000076293945,2023
654,Hemmigepura Kere,0.4066291620451591,85.31999820936471,8.920000076293945,2024
816,Hemmigepura Kere,0.4180095922524587,108.55499732494354,12.380000114440918,2025
135,Herohalli Kere,0.334633409290527,76.58999805338681,6.224999904632568,2020
297,Herohalli Kere,0.3186240487436352,91.11499709263444,10.389999389648438,2021
459,Herohalli Kere,0.2859358397159896,103.65999781433491,8.96500015258789,2022
621,Herohalli Kere,0.2941693128842645,62.49999810196459,5.815000057220459,2023
783,Herohalli Kere,0.3751650686992893,78.37999894283712,8.875,2024
945,Herohalli Kere,0.2821830220316809,102.7549975151196,8.324999809265137,2025
141,Hoodi Lake,0.1380755836450406,71.5749982856214,6.924999713897705,2020
303,Hoodi Lake,0.2836536394513951,70.74499854072928,3.994999885559082,2021
465,Hoodi Lake,0.3505033381855257,92.60049746092407,7.460000038146973,2022
627,Hoodi Lake,0.2404599141346207,55.97499892022461,5.690000057220459,2023
789,Hoodi Lake,0.2798517317413229,90.74999806657434,7.625,2024
951,Hoodi Lake,0.39268055990615,114.74499726854263,9.625,2025
57,Horamavu Agara Lake,0.3573777437985319,82.59999796561897,7.794999599456787,2020
219,Horamavu Agara Lake,0.2214505248872391,64.42999852448702,4.339999675750732,2021
381,Horamavu Agara Lake,0.2031385769860205,114.18499760236593,11.094999313354492,2022
543,Horamavu Agara Lake,0.1608067819300007,60.82999871019274,5.019999980926514,2023
705,Horamavu Agara Lake,0.1838594487379064,83.36999793257564,4.539999961853027,2024
867,Horamavu Agara Lake,0.1728366631970991,101.86999773513526,4.84499979019165,2025
52,Horamavu Lake,0.6985213959987103,82.59999796561897,7.794999599456787,2020
214,Horamavu Lake,0.694606089453239,64.42999852448702,4.339999675750732,2021
376,Horamavu Lake,0.6899077215986734,114.18499760236593,11.094999313354492,2022
538,Horamavu Lake,0.9201277464723856,60.82999871019274,5.019999980926514,2023
700,Horamavu Lake,0.8191128375992265,83.36999793257564,4.539999961853027,2024
862,Horamavu Lake,0.7063520090896529,101.86999773513526,4.84499979019165,2025
145,Hosakerahalli Lake,0.1681907962437912,78.03999843634665,6.565000057220459,2020
307,Hosakerahalli Lake,0.137140943844247,68.39499835297465,5.554999828338623,2021
469,Hosakerahalli Lake,0.1388488700348037,105.12999767344444,8.84999942779541,2022
631,Hosakerahalli Lake,0.170525371612178,70.91499849408865,5.704999923706055,2023
793,Hosakerahalli Lake,0.1676317268792564,78.6149985678494,10.074999809265137,2024
955,Hosakerahalli Lake,0.1570094089530966,93.39999744854867,9.050000190734863,2025
85,Hosakere,0.4007102220365429,76.58999805338681,6.224999904632568,2020
247,Hosakere,0.3627692515635941,91.11499709263444,10.389999389648438,2021
409,Hosakere,0.3567913446297134,103.65999781433491,8.96500015258789,2022
571,Hosakere,0.3637891205780073,62.49999810196459,5.815000057220459,2023
733,Hosakere,0.3678685966356606,78.37999894283712,8.875,2024
895,Hosakere,0.3825583967167587,102.7549975151196,8.324999809265137,2025
134,Hulimavu Lake,0.0,66.52499807905406,6.309999942779541,2020
296,Hulimavu Lake,0.0,78.96499759331346,5.670000076293945,2021
458,Hulimavu Lake,0.0,111.43999750632791,8.09999942779541,2022
620,Hulimavu Lake,0.0202928561772621,63.59999836515635,4.654999732971191,2023
782,Hulimavu Lake,0.0,96.47499763779342,7.039999961853027,2024
944,Hulimavu Lake,0.0109928598640793,99.87499761022627,8.489999771118164,2025
82,ISRO Layout Lake,0.9138230315244872,78.96999865118414,6.244999885559082,2020
244,ISRO Layout Lake,0.9772806174019102,74.524997969158,5.784999847412109,2021
406,ISRO Layout Lake,0.9083390426215,105.51499754469842,7.734999656677246,2022
568,ISRO Layout Lake,0.9091224696076412,70.2199983606115,5.464999675750732,2023
730,ISRO Layout Lake,0.9091224696076412,90.87999772280456,7.404999732971191,2024
892,ISRO Layout Lake,0.9099058965937822,94.41999849583954,7.704999923706055,2025
7,ITI Layout Lake,0.8715254737152547,76.81999846175313,7.144999980926514,2020
169,ITI Layout Lake,0.8754423800044238,63.28999811597168,5.569999694824219,2021
331,ITI Layout Lake,0.866041804910418,97.71999745536596,8.40999984741211,2022
493,ITI Layout Lake,0.866041804910418,70.4099979000166,6.529999732971191,2023
655,ITI Layout Lake,0.8738756174887562,84.55499797128141,7.349999904632568,2024
817,ITI Layout Lake,0.8817094300670943,97.16499748453498,7.514999866485596,2025
13,Iblur Lake,0.8253097361444339,76.81999846175313,7.144999980926514,2020
175,Iblur Lake,0.8480273040897767,63.28999811597168,5.569999694824219,2021
337,Iblur Lake,0.8018088037871829,97.71999745536596,8.40999984741211,2022
499,Iblur Lake,0.8096424479062666,70.4099979000166,6.529999732971191,2023
661,Iblur Lake,0.8112091767300833,84.55499797128141,7.349999904632568,2024
823,Iblur Lake,0.7861415155490155,97.16499748453498,7.514999866485596,2025
148,Jakkur Lake,0.0585026370239389,82.59999796561897,7.794999599456787,2020
310,Jakkur Lake,0.0696370791966747,64.42999852448702,4.339999675750732,2021
472,Jakkur Lake,0.0510919550815666,114.18499760236593,11.094999313354492,2022
634,Jakkur Lake,0.0545885444487422,60.82999871019274,5.019999980926514,2023
796,Jakkur Lake,0.0527312691483548,83.36999793257564,4.539999961853027,2024
958,Jakkur Lake,0.0480343580581189,101.86999773513526,4.84499979019165,2025
8,Jogi Kere,0.9160534264127056,78.96999865118414,6.244999885559082,2020
170,Jogi Kere,0.9333613964363954,74.524997969158,5.784999847412109,2021
332,Jogi Kere,0.8943024731377723,105.51499754469842,7.734999656677246,2022
494,Jogi Kere,0.8989052317203192,70.2199983606115,5.464999675750732,2023
656,Jogi Kere,0.9647203778072064,90.87999772280456,7.404999732971191,2024
818,Jogi Kere,0.9513115403878236,94.41999849583954,7.704999923706055,2025
29,K100,1.0,76.81999846175313,7.144999980926514,2020
191,K100,1.0,63.28999811597168,5.569999694824219,2021
353,K100,1.0,97.71999745536596,8.40999984741211,2022
515,K100,1.0,70.4099979000166,6.529999732971191,2023
677,K100,1.0,84.55499797128141,7.349999904632568,2024
839,K100,1.0,97.16499748453498,7.514999866485596,2025
31,Kacharakanahalli Lake,0.9451872232492156,82.59999796561897,7.794999599456787,2020
193,Kacharakanahalli Lake,0.903686120852193,64.42999852448702,4.339999675750732,2021
355,Kacharakanahalli Lake,0.783113365719445,114.18499760236593,11.094999313354492,2022
517,Kacharakanahalli Lake,0.9271773108882436,60.82999871019274,5.019999980926514,2023
679,Kacharakanahalli Lake,1.0,83.36999793257564,4.539999961853027,2024
841,Kacharakanahalli Lake,1.0,101.86999773513526,4.84499979019165,2025
99,Kadiranpalaya Kere,0.539945148936301,76.81999846175313,7.144999980926514,2020
261,Kadiranpalaya Kere,0.4692222880817177,63.28999811597168,5.569999694824219,2021
423,Kadiranpalaya Kere,0.4577699019376001,97.71999745536596,8.40999984741211,2022
585,Kadiranpalaya Kere,0.512808306895694,70.4099979000166,6.529999732971191,2023
747,Kadiranpalaya Kere,0.5405808807496109,84.55499797128141,7.349999904632568,2024
909,Kadiranpalaya Kere,0.5141565497268197,97.16499748453498,7.514999866485596,2025
84,Kaggadasapura Lake,0.2342768164814712,76.81999846175313,7.144999980926514,2020
246,Kaggadasapura Lake,0.1846855977543136,63.28999811597168,5.569999694824219,2021
408,Kaggadasapura Lake,0.2240711052143414,97.71999745536596,8.40999984741211,2022
570,Kaggadasapura Lake,0.3827986314580378,70.4099979000166,6.529999732971191,2023
732,Kaggadasapura Lake,0.4951413074858267,84.55499797128141,7.349999904632568,2024
894,Kaggadasapura Lake,0.2149003998746937,97.16499748453498,7.514999866485596,2025
117,Kaikondrahalli Lake,0.2544820594740722,76.81999846175313,7.144999980926514,2020
279,Kaikondrahalli Lake,0.2158454165642664,63.28999811597168,5.569999694824219,2021
441,Kaikondrahalli Lake,0.2094710002457606,97.71999745536596,8.40999984741211,2022
603,Kaikondrahalli Lake,0.2098550012288031,70.4099979000166,6.529999732971191,2023
765,Kaikondrahalli Lake,0.2142449004669452,84.55499797128141,7.349999904632568,2024
927,Kaikondrahalli Lake,0.2521657655443598,97.16499748453498,7.514999866485596,2025
5,Kalena Agrahara lake,0.8011756282974285,78.96999865118414,6.244999885559082,2020
167,Kalena Agrahara lake,0.7924982254957089,74.524997969158,5.784999847412109,2021
329,Kalena Agrahara lake,0.7579975602486457,105.51499754469842,7.734999656677246,2022
491,Kalena Agrahara lake,0.7640785022261963,70.2199983606115,5.464999675750732,2023
653,Kalena Agrahara lake,0.8408016150293601,90.87999772280456,7.404999732971191,2024
815,Kalena Agrahara lake,0.7585506524952141,94.41999849583954,7.704999923706055,2025
147,Kalkere Lake,0.0153031303253143,82.59999796561897,7.794999599456787,2020
309,Kalkere Lake,0.0045596204921933,64.42999852448702,4.339999675750732,2021
471,Kalkere Lake,0.0032423967944486,114.18499760236593,11.094999313354492,2022
633,Kalkere Lake,0.0045596204921933,60.82999871019274,5.019999980926514,2023
795,Kalkere Lake,0.0042894207593226,83.36999793257564,4.539999961853027,2024
957,Kalkere Lake,0.020145232356418,101.86999773513526,4.84499979019165,2025
140,Kammagondanahalli Lake,0.5155779881860271,79.80999792739749,9.220000267028809,2020
302,Kammagondanahalli Lake,0.4952228321605325,58.779998514801264,8.269999504089355,2021
464,Kammagondanahalli Lake,0.5071135590514434,117.69999729841948,9.09000015258789,2022
626,Kammagondanahalli Lake,0.5146078178535901,58.109998618252575,4.605000019073486,2023
788,Kammagondanahalli Lake,0.5012986773753823,76.2749980604276,6.420000076293945,2024
950,Kammagondanahalli Lake,0.506134178241167,97.92499818746,6.605000019073486,2025
46,Kasavanahalli Lake,0.0308981601801419,76.81999846175313,7.144999980926514,2020
208,Kasavanahalli Lake,0.0292792170090408,63.28999811597168,5.569999694824219,2021
370,Kasavanahalli Lake,0.0254146429877027,97.71999745536596,8.40999984741211,2022
532,Kasavanahalli Lake,0.0198789018220022,70.4099979000166,6.529999732971191,2023
694,Kasavanahalli Lake,0.0276326258520955,84.55499797128141,7.349999904632568,2024
856,Kasavanahalli Lake,0.0299704166551466,97.16499748453498,7.514999866485596,2025
56,Kattigenahalli Lake,0.3105529242395872,76.63999837357551,5.634999752044678,2020
218,Kattigenahalli Lake,0.2548614543077013,68.31499877944589,5.489999771118164,2021
380,Kattigenahalli Lake,0.2747247350181259,140.86449695471674,12.074999809265137,2022
542,Kattigenahalli Lake,0.2567676662256697,57.394998490810394,5.295000076293945,2023
704,Kattigenahalli Lake,0.2696568511589216,79.0699983201921,6.429999828338623,2024
866,Kattigenahalli Lake,0.3936189479306397,105.9899979783222,9.279999732971191,2025
160,Kempambudhi Kere,0.4106227961322505,78.03999843634665,6.565000057220459,2020
322,Kempambudhi Kere,0.3960849479672199,68.39499835297465,5.554999828338623,2021
484,Kempambudhi Kere,0.3970340701060313,105.12999767344444,8.84999942779541,2022
646,Kempambudhi Kere,0.4102542050103819,70.91499849408865,5.704999923706055,2023
808,Kempambudhi Kere,0.4297833912840485,78.6149985678494,10.074999809265137,2024
970,Kempambudhi Kere,0.370695162855844,93.39999744854867,9.050000190734863,2025
158,Kenchanahalli Lake,0.9649416513333108,78.03999843634665,6.565000057220459,2020
320,Kenchanahalli Lake,0.9344879171107964,68.39499835297465,5.554999828338623,2021
482,Kenchanahalli Lake,0.8105319420168765,105.12999767344444,8.84999942779541,2022
644,Kenchanahalli Lake,0.9201027206851324,70.91499849408865,5.704999923706055,2023
806,Kenchanahalli Lake,0.8973868275465914,78.6149985678494,10.074999809265137,2024
968,Kenchanahalli Lake,0.8997367475264404,93.39999744854867,9.050000190734863,2025
137,Kengeri Lake,0.4859596899796331,76.58999805338681,6.224999904632568,2020
299,Kengeri Lake,0.4064547641209485,91.11499709263444,10.389999389648438,2021
461,Kengeri Lake,0.4015550169417591,103.65999781433491,8.96500015258789,2022
623,Kengeri Lake,0.5547251072875675,62.49999810196459,5.815000057220459,2023
785,Kengeri Lake,0.617543245260762,78.37999894283712,8.875,2024
947,Kengeri Lake,0.5330648456195648,102.7549975151196,8.324999809265137,2025
14,Kodigehalli Lake,0.1826065593907382,71.13702347525087,7.155064420842989,2020
176,Kodigehalli Lake,0.2032612701142366,71.33123725195163,4.088729957370995,2021
338,Kodigehalli Lake,0.1957621913769807,112.537557935599,10.565020495997988,2022
500,Kodigehalli Lake,0.1889202800638742,59.14477812527638,6.248971882491422,2023
662,Kodigehalli Lake,0.1541057609630266,89.04751966002586,7.018310946792079,2024
824,Kodigehalli Lake,0.1913063505711829,115.98564184730014,8.817217355907262,2025
101,Kogilu Lake,0.0,76.63999837357551,5.634999752044678,2020
263,Kogilu Lake,0.0,68.31499877944589,5.489999771118164,2021
425,Kogilu Lake,0.0,140.86449695471674,12.074999809265137,2022
587,Kogilu Lake,0.0,57.394998490810394,5.295000076293945,2023
749,Kogilu Lake,0.0,79.0699983201921,6.429999828338623,2024
911,Kogilu Lake,0.0,105.9899979783222,9.279999732971191,2025
63,Konanakunte Lake,0.862113461449836,78.96999865118414,6.244999885559082,2020
225,Konanakunte Lake,0.8417438591640165,74.524997969158,5.784999847412109,2021
387,Konanakunte Lake,0.8448776441310658,105.51499754469842,7.734999656677246,2022
549,Konanakunte Lake,0.957693902944836,70.2199983606115,5.464999675750732,2023
711,Konanakunte Lake,1.0,90.87999772280456,7.404999732971191,2024
873,Konanakunte Lake,0.9482925480436888,94.41999849583954,7.704999923706055,2025
69,Konasandra Lake,0.2291928461918969,83.18499769922346,7.029999732971191,2020
231,Konasandra Lake,0.1938416539417533,65.76999851781875,6.239999771118164,2021
393,Konasandra Lake,0.2140980775907361,104.38499741069973,7.859999656677246,2022
555,Konasandra Lake,0.2255858324858593,70.43499897420406,5.670000076293945,2023
717,Konasandra Lake,0.2313865495872213,85.31999820936471,8.920000076293945,2024
879,Konasandra Lake,0.2270851703807028,108.55499732494354,12.380000114440918,2025
121,Kowdenahalli Lake,0.0028650479504005,82.59999796561897,7.794999599456787,2020
283,Kowdenahalli Lake,0.010769263839287,64.42999852448702,4.339999675750732,2021
445,Kowdenahalli Lake,0.0088653734542406,114.18499760236593,11.094999313354492,2022
607,Kowdenahalli Lake,0.0018363329842867,60.82999871019274,5.019999980926514,2023
769,Kowdenahalli Lake,0.0128051982349093,83.36999793257564,4.539999961853027,2024
931,Kowdenahalli Lake,0.0006479368891045268,101.86999773513526,4.84499979019165,2025
4,Krishna Nagara Lake,0.5965016315068242,78.96999865118414,6.244999885559082,2020
166,Krishna Nagara Lake,0.6012025833727642,74.524997969158,5.784999847412109,2021
328,Krishna Nagara Lake,0.6027695673280775,105.51499754469842,7.734999656677246,2022
490,Krishna Nagara Lake,0.6012025833727642,70.2199983606115,5.464999675750732,2023
652,Krishna Nagara Lake,0.6435111501662235,90.87999772280456,7.404999732971191,2024
814,Krishna Nagara Lake,0.65604702180873,94.41999849583954,7.704999923706055,2025
33,Kundalahalli Lake,0.4219206860119411,71.5749982856214,6.924999713897705,2020
195,Kundalahalli Lake,0.4110389690164377,70.74499854072928,3.994999885559082,2021
357,Kundalahalli Lake,0.311454212634217,92.60049746092407,7.460000038146973,2022
519,Kundalahalli Lake,0.2731363178456473,55.97499892022461,5.690000057220459,2023
681,Kundalahalli Lake,0.2769048379567065,90.74999806657434,7.625,2024
843,Kundalahalli Lake,0.4483433253888302,114.74499726854263,9.625,2025
107,Kuppareddi Kere,0.0,78.96999865118414,6.244999885559082,2020
269,Kuppareddi Kere,0.0,74.524997969158,5.784999847412109,2021
431,Kuppareddi Kere,0.0,105.51499754469842,7.734999656677246,2022
593,Kuppareddi Kere,0.0,70.2199983606115,5.464999675750732,2023
755,Kuppareddi Kere,0.0,90.87999772280456,7.404999732971191,2024
917,Kuppareddi Kere,0.0,94.41999849583954,7.704999923706055,2025
43,Lakshmipura Lake,0.731812739831159,79.80999792739749,9.220000267028809,2020
205,Lakshmipura Lake,0.727207981580967,58.779998514801264,8.269999504089355,2021
367,Lakshmipura Lake,0.7178142747505757,117.69999729841948,9.09000015258789,2022
529,Lakshmipura Lake,0.7573937068303914,58.109998618252575,4.605000019073486,2023
691,Lakshmipura Lake,0.8345725249424403,76.2749980604276,6.420000076293945,2024
853,Lakshmipura Lake,0.9835610130468152,97.92499818746,6.605000019073486,2025
91,Lal Bahadur Shastri Nagar Lake,0.3239960931021135,76.81999846175313,7.144999980926514,2020
253,Lal Bahadur Shastri Nagar Lake,0.2651899084090446,63.28999811597168,5.569999694824219,2021
415,Lal Bahadur Shastri Nagar Lake,0.2769106020677069,97.71999745536596,8.40999984741211,2022
577,Lal Bahadur Shastri Nagar Lake,0.1791859400819464,70.4099979000166,6.529999732971191,2023
739,Lal Bahadur Shastri Nagar Lake,0.3962276320881629,84.55499797128141,7.349999904632568,2024
901,Lal Bahadur Shastri Nagar Lake,0.2840732481924452,97.16499748453498,7.514999866485596,2025
40,Lalbagh Tank,0.0483373570950283,78.03999843634665,6.565000057220459,2020
202,Lalbagh Tank,0.0436347775873402,68.39499835297465,5.554999828338623,2021
364,Lalbagh Tank,0.0325494676962582,105.12999767344444,8.84999942779541,2022
526,Lalbagh Tank,0.0659804770768446,70.91499849408865,5.704999923706055,2023
688,Lalbagh Tank,0.0663490659344035,78.6149985678494,10.074999809265137,2024
850,Lalbagh Tank,0.0180915697585128,93.39999744854867,9.050000190734863,2025
37,Lingadeeranahalli Lake,0.7111143885135239,78.96999865118414,6.244999885559082,2020
199,Lingadeeranahalli Lake,0.6733218419411235,74.524997969158,5.784999847412109,2021
361,Lingadeeranahalli Lake,0.6785912905079258,105.51499754469842,7.734999656677246,2022
523,Lingadeeranahalli Lake,0.7759178519085237,70.2199983606115,5.464999675750732,2023
685,Lingadeeranahalli Lake,1.0,90.87999772280456,7.404999732971191,2024
847,Lingadeeranahalli Lake,0.9733608635136008,94.41999849583954,7.704999923706055,2025
156,Lotus Pond,0.1758149620083661,78.03999843634665,6.565000057220459,2020
318,Lotus Pond,0.1263644125578167,68.39499835297465,5.554999828338623,2021
480,Lotus Pond,0.1664475826018586,105.12999767344444,8.84999942779541,2022
642,Lotus Pond,0.2556741749027942,70.91499849408865,5.704999923706055,2023
804,Lotus Pond,0.2345284676195799,78.6149985678494,10.074999809265137,2024
966,Lotus Pond,0.234150701171383,93.39999744854867,9.050000190734863,2025
138,Madiwala Lake,0.0,76.81999846175313,7.144999980926514,2020
300,Madiwala Lake,0.0,63.28999811597168,5.569999694824219,2021
462,Madiwala Lake,0.0,97.71999745536596,8.40999984741211,2022
624,Madiwala Lake,0.0,70.4099979000166,6.529999732971191,2023
786,Madiwala Lake,0.0,84.55499797128141,7.349999904632568,2024
948,Madiwala Lake,0.0,97.16499748453498,7.514999866485596,2025
81,Mahadevapura Lake,0.4385191782083957,76.81999846175313,7.144999980926514,2020
243,Mahadevapura Lake,0.4175843749040321,63.28999811597168,5.569999694824219,2021
405,Mahadevapura Lake,0.3960660872769707,97.71999745536596,8.40999984741211,2022
567,Mahadevapura Lake,0.350477535853576,70.4099979000166,6.529999732971191,2023
729,Mahadevapura Lake,0.3195835764518011,84.55499797128141,7.349999904632568,2024
891,Mahadevapura Lake,0.3520836532260541,97.16499748453498,7.514999866485596,2025
159,Mallasandra Lake,0.7791085743760419,79.80999792739749,9.220000267028809,2020
321,Mallasandra Lake,0.7385040972910902,58.779998514801264,8.269999504089355,2021
483,Mallasandra Lake,0.6819341547360632,117.69999729841948,9.09000015258789,2022
645,Mallasandra Lake,0.699124662652785,58.109998618252575,4.605000019073486,2023
807,Mallasandra Lake,0.8322213796004337,76.2749980604276,6.420000076293945,2024
969,Mallasandra Lake,0.703284894520468,97.92499818746,6.605000019073486,2025
76,Mallathahalli Lake,0.1238071251524207,76.58999805338681,6.224999904632568,2020
238,Mallathahalli Lake,0.137456654145384,91.11499709263444,10.389999389648438,2021
400,Mallathahalli Lake,0.1888236034879398,103.65999781433491,8.96500015258789,2022
562,Mallathahalli Lake,0.1632814155704145,62.49999810196459,5.815000057220459,2023
724,Mallathahalli Lake,0.1740652806231359,78.37999894283712,8.875,2024
886,Mallathahalli Lake,0.1818514093353686,102.7549975151196,8.324999809265137,2025
45,Mathikere Lake,0.1637849240491171,79.80999792739749,9.220000267028809,2020
207,Mathikere Lake,0.1643836878321987,58.779998514801264,8.269999504089355,2021
369,Mathikere Lake,0.1755022706965004,117.69999729841948,9.09000015258789,2022
531,Mathikere Lake,0.2054097540155557,58.109998618252575,4.605000019073486,2023
693,Mathikere Lake,0.2099357940989527,76.2749980604276,6.420000076293945,2024
855,Mathikere Lake,0.1292470008075635,97.92499818746,6.605000019073486,2025
102,Munekolala Lake,0.7094396412721325,71.5749982856214,6.924999713897705,2020
264,Munekolala Lake,0.7086564597122191,70.74499854072928,3.994999885559082,2021
426,Munekolala Lake,0.6452187533592347,92.60049746092407,7.460000038146973,2022
588,Munekolala Lake,0.6483514795988883,55.97499892022461,5.690000057220459,2023
750,Munekolala Lake,0.6585328398777623,90.74999806657434,7.625,2024
912,Munekolala Lake,0.6279887590411404,114.74499726854263,9.625,2025
68,Mylasandra Tank,0.6064464795352542,76.58999805338681,6.224999904632568,2020
230,Mylasandra Tank,0.5579258458239512,91.11499709263444,10.389999389648438,2021
392,Mylasandra Tank,0.5860723600738537,103.65999781433491,8.96500015258789,2022
554,Mylasandra Tank,0.5791171419706251,62.49999810196459,5.815000057220459,2023
716,Mylasandra Tank,0.666779310069399,78.37999894283712,8.875,2024
878,Mylasandra Tank,0.6401596259419808,102.7549975151196,8.324999809265137,2025
26,Nagaraesh Nagenahalli Lake,0.9453956032823424,82.59999796561897,7.794999599456787,2020
188,Nagaraesh Nagenahalli Lake,0.9720454468706924,64.42999852448702,4.339999675750732,2021
350,Nagaraesh Nagenahalli Lake,0.9141409024906136,114.18499760236593,11.094999313354492,2022
512,Nagaraesh Nagenahalli Lake,0.7899571134299123,60.82999871019274,5.019999980926514,2023
674,Nagaraesh Nagenahalli Lake,0.8467380726523669,83.36999793257564,4.539999961853027,2024
836,Nagaraesh Nagenahalli Lake,0.8160359547250436,101.86999773513526,4.84499979019165,2025
53,Nagarbhavi Lake,1.0,78.03999843634665,6.565000057220459,2020
215,Nagarbhavi Lake,0.989818796068796,68.39499835297465,5.554999828338623,2021
377,Nagarbhavi Lake,1.0,105.12999767344444,8.84999942779541,2022
539,Nagarbhavi Lake,1.0,70.91499849408865,5.704999923706055,2023
701,Nagarbhavi Lake,1.0,78.6149985678494,10.074999809265137,2024
863,Nagarbhavi Lake,0.9616246928746932,93.39999744854867,9.050000190734863,2025
83,Nagarbhavi Thorai,0.939292296350903,78.03999843634665,6.565000057220459,2020
245,Nagarbhavi Thorai,0.938917557439489,68.39499835297465,5.554999828338623,2021
407,Nagarbhavi Thorai,0.9440502518736944,105.12999767344444,8.84999942779541,2022
569,Nagarbhavi Thorai,0.9825162796412334,70.91499849408865,5.704999923706055,2023
731,Nagarbhavi Thorai,1.0,78.6149985678494,10.074999809265137,2024
893,Nagarbhavi Thorai,0.9962188229512224,93.39999744854867,9.050000190734863,2025
106,Nagawara Lake,0.0568082036167142,82.59999796561897,7.794999599456787,2020
268,Nagawara Lake,0.0738386908599674,64.42999852448702,4.339999675750732,2021
430,Nagawara Lake,0.0541555371342605,114.18499760236593,11.094999313354492,2022
592,Nagawara Lake,0.0562831967087286,60.82999871019274,5.019999980926514,2023
754,Nagawara Lake,0.0617021276595744,83.36999793257564,4.539999961853027,2024
916,Nagawara Lake,0.0547173866322802,101.86999773513526,4.84499979019165,2025
28,Nallurahalli Lake,0.1218388545243462,71.5749982856214,6.924999713897705,2020
190,Nallurahalli Lake,0.0825260907756285,70.74499854072928,3.994999885559082,2021
352,Nallurahalli Lake,0.101887626921872,92.60049746092407,7.460000038146973,2022
514,Nallurahalli Lake,0.113220759596307,55.97499892022461,5.690000057220459,2023
676,Nallurahalli Lake,0.2576951663728447,90.74999806657434,7.625,2024
838,Nallurahalli Lake,0.2791114086868922,114.74499726854263,9.625,2025
98,Narsipura Lake,0.6156290292871619,79.80999792739749,9.220000267028809,2020
260,Narsipura Lake,0.5804015472462704,58.779998514801264,8.269999504089355,2021
422,Narsipura Lake,0.6179775280898882,117.69999729841948,9.09000015258789,2022
584,Narsipura Lake,0.6406796831829072,58.109998618252575,4.605000019073486,2023
746,Narsipura Lake,0.702523484988028,76.2749980604276,6.420000076293945,2024
908,Narsipura Lake,0.6406796831829072,97.92499818746,6.605000019073486,2025
18,Nayandahalli Lake,0.8691938149269867,78.03999843634665,6.565000057220459,2020
180,Nayandahalli Lake,0.8425626155708045,68.39499835297465,5.554999828338623,2021
342,Nayandahalli Lake,0.8464789684173019,105.12999767344444,8.84999942779541,2022
504,Nayandahalli Lake,0.7344712770074763,70.91499849408865,5.704999923706055,2023
