,name,impervious_fraction,max_3day_rain_mm,peak_30min_intensity_mm,year
666,Nayandahalli Lake,0.724288759606583,78.6149985678494,10.074999809265137,2024
828,Nayandahalli Lake,0.7297716535916794,93.39999744854867,9.050000190734863,2025
32,Palace Grounds Lake,0.0811875654478398,79.80999792739749,9.220000267028809,2020
194,Palace Grounds Lake,0.036577089494259,58.779998514801264,8.269999504089355,2021
356,Palace Grounds Lake,0.0342278767108564,117.69999729841948,9.09000015258789,2022
518,Palace Grounds Lake,0.0333895301881519,58.109998618252575,4.605000019073486,2023
680,Palace Grounds Lake,0.0740907932354955,76.2749980604276,6.420000076293945,2024
842,Palace Grounds Lake,0.0534637837373058,97.92499818746,6.605000019073486,2025
111,Palanahalli Lake,0.5055389630520927,76.63999837357551,5.634999752044678,2020
273,Palanahalli Lake,0.5196280960025536,68.31499877944589,5.489999771118164,2021
435,Palanahalli Lake,0.5182345303468872,140.86449695471674,12.074999809265137,2022
597,Palanahalli Lake,0.4565032552343122,57.394998490810394,5.295000076293945,2023
759,Palanahalli Lake,0.4199881516223988,79.0699983201921,6.429999828338623,2024
921,Palanahalli Lake,0.4932455039090435,105.9899979783222,9.279999732971191,2025
1,Panathur Chikka Kere,0.4995561262260286,71.5749982856214,6.924999713897705,2020
163,Panathur Chikka Kere,0.551831862457494,70.74499854072928,3.994999885559082,2021
325,Panathur Chikka Kere,0.5943331602891169,92.60049746092407,7.460000038146973,2022
487,Panathur Chikka Kere,0.66084971877755,55.97499892022461,5.690000057220459,2023
649,Panathur Chikka Kere,0.7620898007329292,90.74999806657434,7.625,2024
811,Panathur Chikka Kere,0.7501159601035806,114.74499726854263,9.625,2025
3,Panathuru Kere,0.4049663951245284,71.5749982856214,6.924999713897705,2020
165,Panathuru Kere,0.3955975770086129,70.74499854072928,3.994999885559082,2021
327,Panathuru Kere,0.386422278742305,92.60049746092407,7.460000038146973,2022
489,Panathuru Kere,0.4096569476697752,55.97499892022461,5.690000057220459,2023
651,Panathuru Kere,0.52986656345608,90.74999806657434,7.625,2024
813,Panathuru Kere,0.4907018319879093,114.74499726854263,9.625,2025
108,Parappana Agrahara Lake,0.4341424445400358,66.52499807905406,6.309999942779541,2020
270,Parappana Agrahara Lake,0.4258096233024029,78.96499759331346,5.670000076293945,2021
432,Parappana Agrahara Lake,0.4380046703127883,111.43999750632791,8.09999942779541,2022
594,Parappana Agrahara Lake,0.4264118478461257,63.59999836515635,4.654999732971191,2023
756,Parappana Agrahara Lake,0.4345572420573959,96.47499763779342,7.039999961853027,2024
918,Parappana Agrahara Lake,0.5372641799299454,99.87499761022627,8.489999771118164,2025
124,Pattandur Agrahara Kunte,0.5598668329207693,71.5749982856214,6.924999713897705,2020
286,Pattandur Agrahara Kunte,0.6546286002100697,70.74499854072928,3.994999885559082,2021
448,Pattandur Agrahara Kunte,0.6530622900069408,92.60049746092407,7.460000038146973,2022
610,Pattandur Agrahara Kunte,0.7556556083118858,55.97499892022461,5.690000057220459,2023
772,Pattandur Agrahara Kunte,0.8010786042026249,90.74999806657434,7.625,2024
934,Pattandur Agrahara Kunte,0.727462024655565,114.74499726854263,9.625,2025
129,Pattandur Agrahara Lake,0.4744604460169595,71.5749982856214,6.924999713897705,2020
291,Pattandur Agrahara Lake,0.5243018123854013,70.74499854072928,3.994999885559082,2021
453,Pattandur Agrahara Lake,0.6258580497737972,92.60049746092407,7.460000038146973,2022
615,Pattandur Agrahara Lake,0.5681326072734979,55.97499892022461,5.690000057220459,2023
777,Pattandur Agrahara Lake,0.6725083155964656,90.74999806657434,7.625,2024
939,Pattandur Agrahara Lake,0.5930287199049118,114.74499726854263,9.625,2025
89,Puttenahalli Lake,0.4290419216815328,72.05499899107963,7.204999923706055,2020
251,Puttenahalli Lake,0.4110430389382379,68.73999839555472,9.994999885559082,2021
413,Puttenahalli Lake,0.4666050743098485,127.49449767544866,10.699999809265137,2022
575,Puttenahalli Lake,0.5458474269332533,60.35999889485538,6.355000019073486,2023
737,Puttenahalli Lake,0.5929041921681534,77.57499824557453,5.179999828338623,2024
899,Puttenahalli Lake,0.4857764627161616,99.66999763716012,8.434999465942383,2025
67,Puttenhalli Lake,0.8762769405656176,78.96999865118414,6.244999885559082,2020
229,Puttenhalli Lake,0.9720263606617814,74.524997969158,5.784999847412109,2021
391,Puttenhalli Lake,0.7816458515753415,105.51499754469842,7.734999656677246,2022
553,Puttenhalli Lake,0.783768837273607,70.2199983606115,5.464999675750732,2023
715,Puttenhalli Lake,0.7923867459329924,90.87999772280456,7.404999732971191,2024
877,Puttenhalli Lake,0.793953638416517,94.41999849583954,7.704999923706055,2025
155,Rachenahalli Lake,0.0068433220045499,82.59999796561897,7.794999599456787,2020
317,Rachenahalli Lake,0.0126827111712856,64.42999852448702,4.339999675750732,2021
479,Rachenahalli Lake,0.0042705522244634,114.18499760236593,11.094999313354492,2022
641,Rachenahalli Lake,0.0044301990365928,60.82999871019274,5.019999980926514,2023
803,Rachenahalli Lake,0.0042705522244634,83.36999793257564,4.539999961853027,2024
965,Rachenahalli Lake,0.0042705522244634,101.86999773513526,4.84499979019165,2025
114,Ramapura Kere,0.0,82.59999796561897,7.794999599456787,2020
276,Ramapura Kere,0.0,64.42999852448702,4.339999675750732,2021
438,Ramapura Kere,0.0,114.18499760236593,11.094999313354492,2022
600,Ramapura Kere,0.0,60.82999871019274,5.019999980926514,2023
762,Ramapura Kere,0.0,83.36999793257564,4.539999961853027,2024
924,Ramapura Kere,0.0,101.86999773513526,4.84499979019165,2025
100,Sampigehalli Lake,0.6373549456621853,82.59999796561897,7.794999599456787,2020
262,Sampigehalli Lake,0.5982378584146871,64.42999852448702,4.339999675750732,2021
424,Sampigehalli Lake,0.541186222140358,114.18499760236593,11.094999313354492,2022
586,Sampigehalli Lake,0.6216491680481372,60.82999871019274,5.019999980926514,2023
748,Sampigehalli Lake,0.6205347823417457,83.36999793257564,4.539999961853027,2024
910,Sampigehalli Lake,0.5951372260084737,101.86999773513526,4.84499979019165,2025
9,Sankey Tank,0.1281349707192891,79.80999792739749,9.220000267028809,2020
171,Sankey Tank,0.1281226872537549,58.779998514801264,8.269999504089355,2021
333,Sankey Tank,0.1322530025396065,117.69999729841948,9.09000015258789,2022
495,Sankey Tank,0.1330360734674074,58.109998618252575,4.605000019073486,2023
657,Sankey Tank,0.1277449706885804,76.2749980604276,6.420000076293945,2024
819,Sankey Tank,0.1242134743475177,97.92499818746,6.605000019073486,2025
47,Sarakki Kere,0.1476565740356699,78.80777399506286,6.300819139122982,2020
209,Sarakki Kere,0.0888827442124829,73.45571103363581,5.744879777108052,2021
371,Sarakki Kere,0.0825014977648739,105.44784006373818,7.929494724053639,2022
533,Sarakki Kere,0.0843694793922914,70.34123076019456,5.5068641367179385,2023
695,Sarakki Kere,0.0850453937969491,88.7405516898945,7.870741393360042,2024
857,Sarakki Kere,0.0867628308524202,94.24207453786605,7.939615144563625,2025
154,Saul Kere,0.0497605362513401,76.81999846175313,7.144999980926514,2020
316,Saul Kere,0.036689102633026,63.28999811597168,5.569999694824219,2021
478,Saul Kere,0.0374509629238232,97.71999745536596,8.40999984741211,2022
640,Saul Kere,0.0340717438920616,70.4099979000166,6.529999732971191,2023
802,Saul Kere,0.0442554812468704,84.55499797128141,7.349999904632568,2024
964,Saul Kere,0.0321425170266559,97.16499748453498,7.514999866485596,2025
153,Seegehalli Lake,0.399619223092277,70.28999858070165,7.599999904632568,2020
315,Seegehalli Lake,0.4486043298019346,72.46499830577523,4.269999980926514,2021
477,Seegehalli Lake,0.5691939198526025,151.09499582089484,16.56999969482422,2022
639,Seegehalli Lake,0.4535452172577922,65.27499802224338,7.329999923706055,2023
801,Seegehalli Lake,0.4207861200675573,85.75499790161848,5.84499979019165,2024
963,Seegehalli Lake,0.4044280669430371,118.38499637320638,7.25499963760376,2025
157,Seetharampalya Lake,0.5597669697779335,71.5749982856214,6.924999713897705,2020
319,Seetharampalya Lake,0.5507196973186785,70.74499854072928,3.994999885559082,2021
481,Seetharampalya Lake,0.5305276347186779,92.60049746092407,7.460000038146973,2022
643,Seetharampalya Lake,0.5156484646354834,55.97499892022461,5.690000057220459,2023
805,Seetharampalya Lake,0.504583521434297,90.74999806657434,7.625,2024
967,Seetharampalya Lake,0.516474573356305,114.74499726854263,9.625,2025
105,Sheelavathana Kere,0.6757517122761753,71.5749982856214,6.924999713897705,2020
267,Sheelavathana Kere,0.6577382597745628,70.74499854072928,3.994999885559082,2021
429,Sheelavathana Kere,0.6522559046653764,92.60049746092407,7.460000038146973,2022
591,Sheelavathana Kere,0.6483399367302433,55.97499892022461,5.690000057220459,2023
753,Sheelavathana Kere,0.6683159802205224,90.74999806657434,7.625,2024
915,Sheelavathana Kere,0.6489480635154639,114.74499726854263,9.625,2025
49,Shivapura Old Lake,0.9819901429426848,79.80999792739749,9.220000267028809,2020
211,Shivapura Old Lake,0.9191137860619364,58.779998514801264,8.269999504089355,2021
373,Shivapura Old Lake,0.8794122614423235,117.69999729841948,9.09000015258789,2022
535,Shivapura Old Lake,1.0,58.109998618252575,4.605000019073486,2023
697,Shivapura Old Lake,0.9996806436259232,76.2749980604276,6.420000076293945,2024
859,Shivapura Old Lake,0.909167677450062,97.92499818746,6.605000019073486,2025
90,Singapura Kere,0.4764654418197723,79.80999792739749,9.220000267028809,2020
252,Singapura Kere,0.4983315682030971,58.779998514801264,8.269999504089355,2021
414,Singapura Kere,0.4007244708446529,117.69999729841948,9.09000015258789,2022
576,Singapura Kere,0.6030298844223418,58.109998618252575,4.605000019073486,2023
738,Singapura Kere,0.5034550505748182,76.2749980604276,6.420000076293945,2024
900,Singapura Kere,0.4042884990253406,97.92499818746,6.605000019073486,2025
70,Singasandra Lake,0.8613338494718796,66.52499807905406,6.309999942779541,2020
232,Singasandra Lake,0.8605504248926248,78.96499759331346,5.670000076293945,2021
394,Singasandra Lake,0.8589835757341149,111.43999750632791,8.09999942779541,2022
556,Singasandra Lake,0.8605504248926248,63.59999836515635,4.654999732971191,2023
718,Singasandra Lake,0.8542830282585854,96.47499763779342,7.039999961853027,2024
880,Singasandra Lake,0.8519327545208206,99.87499761022627,8.489999771118164,2025
16,Somasundarapalya Lake,0.7402225540255738,66.9081183197824,6.341073804239582,2020
178,Somasundarapalya Lake,0.6952140438840659,78.38166497068742,5.66627864173373,2021
340,Somasundarapalya Lake,0.6889343582370187,110.9294186304738,8.111535846539896,2022
502,Somasundarapalya Lake,0.7389322076597422,63.853427074643385,4.724776364798502,2023
664,Somasundarapalya Lake,0.6754318051945662,96.03140434280049,7.051536362852397,2024
826,Somasundarapalya Lake,0.7031588907936862,99.77414711368104,8.453715926116985,2025
36,Srigandakaval Lake,0.3624427593450842,77.61820556759815,6.466096883524568,2020
198,Srigandakaval Lake,0.349263971940946,75.00405415667235,6.961460377817892,2021
360,Srigandakaval Lake,0.3727591300956087,104.7023871259438,8.883452167662542,2022
522,Srigandakaval Lake,0.5372252371782472,68.46714592961631,5.736998033791421,2023
684,Srigandakaval Lake,0.5297282854062821,78.54663916108406,9.7259299965976,2024
846,Srigandakaval Lake,0.5625877229352673,96.12128798170512,8.839103701094167,2025
128,Subedharana Lake,0.4056413329031664,66.52499807905406,6.309999942779541,2020
290,Subedharana Lake,0.400267318062405,78.96499759331346,5.670000076293945,2021
452,Subedharana Lake,0.424891306017729,111.43999750632791,8.09999942779541,2022
614,Subedharana Lake,0.5303528905685887,63.59999836515635,4.654999732971191,2023
776,Subedharana Lake,0.6066768063173098,96.47499763779342,7.039999961853027,2024
938,Subedharana Lake,0.6103086448203286,99.87499761022627,8.489999771118164,2025
62,Subramanyapura Lake,0.8464478389637841,78.96999865118414,6.244999885559082,2020
224,Subramanyapura Lake,0.7908243520578085,74.524997969158,5.784999847412109,2021
386,Subramanyapura Lake,0.8550655622872452,105.51499754469842,7.734999656677246,2022
548,Subramanyapura Lake,0.7931746402369343,70.2199983606115,5.464999675750732,2023
710,Subramanyapura Lake,0.6936791073206106,90.87999772280456,7.404999732971191,2024
872,Subramanyapura Lake,0.6819276664249818,94.41999849583954,7.704999923706055,2025
88,Subrayana Lake,0.5748013592984743,78.96999865118414,6.244999885559082,2020
250,Subrayana Lake,0.5475170680448103,74.524997969158,5.784999847412109,2021
412,Subrayana Lake,0.5890303629916859,105.51499754469842,7.734999656677246,2022
574,Subrayana Lake,0.6042640922749815,70.2199983606115,5.464999675750732,2023
736,Subrayana Lake,0.6402129895348767,90.87999772280456,7.404999732971191,2024
898,Subrayana Lake,0.5660937375177442,94.41999849583954,7.704999923706055,2025
122,Sunkalpalya Lake,0.1799877730706489,76.58999805338681,6.224999904632568,2020
284,Sunkalpalya Lake,0.1700249761144784,91.11499709263444,10.389999389648438,2021
446,Sunkalpalya Lake,0.1357895739314493,103.65999781433491,8.96500015258789,2022
608,Sunkalpalya Lake,0.1442378291363425,62.49999810196459,5.815000057220459,2023
770,Sunkalpalya Lake,0.2605595509829161,78.37999894283712,8.875,2024
932,Sunkalpalya Lake,0.2395556524971506,102.7549975151196,8.324999809265137,2025
58,Thalaghattapura Lake,0.6247733934749616,78.96999865118414,6.244999885559082,2020
220,Thalaghattapura Lake,0.7582699859273514,74.524997969158,5.784999847412109,2021
382,Thalaghattapura Lake,0.652740479453318,105.51499754469842,7.734999656677246,2022
544,Thalaghattapura Lake,0.6017532431618604,70.2199983606115,5.464999675750732,2023
706,Thalaghattapura Lake,0.6738402354864288,90.87999772280456,7.404999732971191,2024
868,Thalaghattapura Lake,0.5942683144161698,94.41999849583954,7.704999923706055,2025
34,Thippasandra Lake,0.9130311875864188,78.96999865118414,6.244999885559082,2020
196,Thippasandra Lake,0.9370533108004304,74.524997969158,5.784999847412109,2021
358,Thippasandra Lake,0.9482869872484252,105.51499754469842,7.734999656677246,2022
520,Thippasandra Lake,0.9780611461053924,70.2199983606115,5.464999675750732,2023
682,Thippasandra Lake,0.9851129205715164,90.87999772280456,7.404999732971191,2024
844,Thippasandra Lake,0.9858964510677524,94.41999849583954,7.704999923706055,2025
35,Thirumenahalli Lake,0.5320069257264957,82.59999796561897,7.794999599456787,2020
197,Thirumenahalli Lake,0.5091729037090709,64.42999852448702,4.339999675750732,2021
359,Thirumenahalli Lake,0.3857040234295855,114.18499760236593,11.094999313354492,2022
521,Thirumenahalli Lake,0.4086761915872072,60.82999871019274,5.019999980926514,2023
683,Thirumenahalli Lake,0.4955394146287556,83.36999793257564,4.539999961853027,2024
845,Thirumenahalli Lake,0.4257510545155371,101.86999773513526,4.84499979019165,2025
30,Thubarahalli Lake,0.2454918221607924,71.5749982856214,6.924999713897705,2020
192,Thubarahalli Lake,0.2884373800199646,70.74499854072928,3.994999885559082,2021
354,Thubarahalli Lake,0.3390524456730399,92.60049746092407,7.460000038146973,2022
516,Thubarahalli Lake,0.2422237579666743,55.97499892022461,5.690000057220459,2023
678,Thubarahalli Lake,0.2767503647393073,90.74999806657434,7.625,2024
840,Thubarahalli Lake,0.2700514474391461,114.74499726854263,9.625,2025
116,Ullal Lake,0.5911970933393126,76.58999805338681,6.224999904632568,2020
278,Ullal Lake,0.5895140311489361,91.11499709263444,10.389999389648438,2021
440,Ullal Lake,0.5112547105778008,103.65999781433491,8.96500015258789,2022
602,Ullal Lake,0.506835136687378,62.49999810196459,5.815000057220459,2023
764,Ullal Lake,0.4633795765931511,78.37999894283712,8.875,2024
926,Ullal Lake,0.5324281243377557,102.7549975151196,8.324999809265137,2025
144,Uttarahalli Lake,0.7861434864617441,78.03999843634665,6.565000057220459,2020
306,Uttarahalli Lake,0.7532424843789357,68.39499835297465,5.554999828338623,2021
468,Uttarahalli Lake,0.7579426275336225,105.12999767344444,8.84999942779541,2022
630,Uttarahalli Lake,0.7673429138429964,70.91499849408865,5.704999923706055,2023
792,Uttarahalli Lake,0.903647065328918,78.6149985678494,10.074999809265137,2024
954,Uttarahalli Lake,0.8401951327406445,93.39999744854867,9.050000190734863,2025
126,Varthur Lake,0.0,71.5749982856214,6.924999713897705,2020
288,Varthur Lake,0.0,70.74499854072928,3.994999885559082,2021
450,Varthur Lake,0.0,92.60049746092407,7.460000038146973,2022
612,Varthur Lake,0.0,55.97499892022461,5.690000057220459,2023
774,Varthur Lake,0.0,90.74999806657434,7.625,2024
936,Varthur Lake,0.0,114.74499726854263,9.625,2025
150,Vasanthapura Lake,1.0,78.96999865118414,6.244999885559082,2020
312,Vasanthapura Lake,1.0,74.524997969158,5.784999847412109,2021
474,Vasanthapura Lake,1.0,105.51499754469842,7.734999656677246,2022
636,Vasanthapura Lake,1.0,70.2199983606115,5.464999675750732,2023
798,Vasanthapura Lake,1.0,90.87999772280456,7.404999732971191,2024
960,Vasanthapura Lake,1.0,94.41999849583954,7.704999923706055,2025
103,Veerasagara Lake,0.2878183246973305,72.05499899107963,7.204999923706055,2020
265,Veerasagara Lake,0.2986573266864761,68.73999839555472,9.994999885559082,2021
427,Veerasagara Lake,0.223785024925714,127.49449767544866,10.699999809265137,2022
589,Veerasagara Lake,0.2683658308980624,60.35999889485538,6.355000019073486,2023
751,Veerasagara Lake,0.2105516809508607,77.57499824557453,5.179999828338623,2024
913,Veerasagara Lake,0.2139006900616389,99.66999763716012,8.434999465942383,2025
94,Vengayyana Lake,0.2317853951525979,79.48192897546949,7.745607029846671,2020
256,Vengayyana Lake,0.221538480435056,66.46522881739733,4.322269059287927,2021
418,Vengayyana Lake,0.2297310990944513,123.53413867646483,12.481792957831296,2022
580,Vengayyana Lake,0.2297587353642918,61.955897589856505,5.605112860595118,2023
742,Vengayyana Lake,0.2633490860071422,83.97410799078499,4.870550709229869,2024
904,Vengayyana Lake,0.3255368345416522,106.05317463998726,5.455442208221946,2025
161,Vidyaranyapura Kere,0.8467655032036423,79.80999792739749,9.220000267028809,2020
323,Vidyaranyapura Kere,0.8416814286986183,58.779998514801264,8.269999504089355,2021
485,Vidyaranyapura Kere,0.870862665516405,117.69999729841948,9.09000015258789,2022
647,Vidyaranyapura Kere,0.9639663149363108,58.109998618252575,4.605000019073486,2023
809,Vidyaranyapura Kere,0.8977689631987916,76.2749980604276,6.420000076293945,2024
971,Vidyaranyapura Kere,0.9024569956680984,97.92499818746,6.605000019073486,2025
97,Vijinapura Lake,0.7210286458333338,82.59999796561897,7.794999599456787,2020
259,Vijinapura Lake,0.7125558913128934,64.42999852448702,4.339999675750732,2021
421,Vijinapura Lake,0.6947198064072331,114.18499760236593,11.094999313354492,2022
583,Vijinapura Lake,0.7202731918238998,60.82999871019274,5.019999980926514,2023
745,Vijinapura Lake,0.8213320558176105,83.36999793257564,4.539999961853027,2024
907,Vijinapura Lake,0.7285094830974848,101.86999773513526,4.84499979019165,2025
60,Vrishabhavati,1.0,77.5621363947709,6.452949626778464,2020
222,Vrishabhavati,1.0,75.88259981151302,7.148422001558235,2021
384,Vrishabhavati,1.0,104.64554460567612,8.887899059945735,2022
546,Vrishabhavati,1.0,68.14175145602066,5.74125156128665,2023
708,Vrishabhavati,1.0,78.53755210514662,9.679527942164402,2024
870,Vrishabhavati,1.0,96.48303072446208,8.811069107333974,2025
92,Yediyur Lake,0.6733691495341746,78.03999843634665,6.565000057220459,2020
254,Yediyur Lake,0.6725858621229855,68.39499835297465,5.554999828338623,2021
416,Yediyur Lake,0.6851184607020101,105.12999767344444,8.84999942779541,2022
578,Yediyur Lake,0.6765022991789308,70.91499849408865,5.704999923706055,2023
740,Yediyur Lake,0.6796354488236869,78.6149985678494,10.074999809265137,2024
902,Yediyur Lake,0.6890348977579552,93.39999744854867,9.050000190734863,2025
19,Yelachenahalli Kere,0.9091252615183272,78.64743297819511,6.355990258552256,2020
181,Yelachenahalli Kere,0.9099086644362724,72.39883991019236,5.705225553001988,2021
343,Yelachenahalli Kere,0.9083418586003816,105.38146236847982,8.121731450729744,2022
505,Yelachenahalli Kere,0.8973742177491454,70.46105549393877,5.548242496842729,2023
667,Yelachenahalli Kere,0.9122588731901088,86.62594740807536,8.331075187309583,2024
829,Yelachenahalli Kere,0.9114754702721634,94.06621650845972,8.171506177557122,2025
80,Yelahanka Lake,0.0,72.05499899107963,7.204999923706055,2020
242,Yelahanka Lake,0.0,68.73999839555472,9.994999885559082,2021
404,Yelahanka Lake,0.0,127.49449767544866,10.699999809265137,2022
566,Yelahanka Lake,0.0,60.35999889485538,6.355000019073486,2023
728,Yelahanka Lake,0.0,77.57499824557453,5.179999828338623,2024
890,Yelahanka Lake,0.0,99.66999763716012,8.434999465942383,2025
11,Yelenahalli Lake,0.9396705616306618,66.52499807905406,6.309999942779541,2020
173,Yelenahalli Lake,1.0,78.96499759331346,5.670000076293945,2021
335,Yelenahalli Lake,0.9569075440219011,111.43999750632791,8.09999942779541,2022
497,Yelenahalli Lake,0.9341860672334492,63.59999836515635,4.654999732971191,2023
659,Yelenahalli Lake,0.9553405456226975,96.47499763779342,7.039999961853027,2024
821,Yelenahalli Lake,0.9584745424211047,99.87499761022627,8.489999771118164,2025
152,Yellamallappa Chetty Lake,0.0,70.28999858070165,7.599999904632568,2020
314,Yellamallappa Chetty Lake,0.0,72.46499830577523,4.269999980926514,2021
476,Yellamallappa Chetty Lake,0.0,151.09499582089484,16.56999969482422,2022
638,Yellamallappa Chetty Lake,0.0,65.27499802224338,7.329999923706055,2023
800,Yellamallappa Chetty Lake,0.0,85.75499790161848,5.84499979019165,2024
962,Yellamallappa Chetty Lake,0.0,118.38499637320638,7.25499963760376,2025
