name,sink_depth_2000,sink_depth_2021,total_runoff_20s,depth_change
Mallathahalli Lake,-6.20001220703125,-0.20001220703125,0.33519773930311203,6.0
Doddakannelli Lake,-1.89996337890625,0.1058349609375,0.3259711489081383,2.00579833984375
Gantiganahalli Lake,-1.79998779296875,-2.13604736328125,0.3721068203449249,-0.3360595703125
Bheemanakatte Lake,-1.70001220703125,1.67620849609375,0.4858890473842621,3.376220703125
Yelahanka Lake,-1.89996337890625,-0.39996337890625,0.3721068203449249,1.5
Mahadevapura Lake,0.0,-2.0,0.3425130248069763,-2.0
ISRO Layout Lake,1.10003662109375,4.60003662109375,0.44680143147706985,3.5
Nagarbhavi Thorai,-1.70001220703125,4.19195556640625,0.33519773930311203,5.8919677734375
Kaggadasapura Lake,-1.29998779296875,0.09954833984375,0.3425130248069763,1.3995361328125
Hosakere,1.5,4.390380859375,0.4858890473842621,2.890380859375
Haralur Lake,-4.0999755859375,-1.5999755859375,0.3259711489081383,2.5
Chikkalasandra lake,-0.29998779296875,-0.18023681640625,0.44680143147706985,0.1197509765625
Subrayana Lake,-6.29998779296875,1.09747314453125,0.44680143147706985,7.3974609375
Puttenahalli Lake,1.10003662109375,2.10003662109375,0.3721068203449249,1.0
Singapura Kere,-0.70001220703125,0.611572265625,0.33619116246700287,1.31158447265625
Lal Bahadur Shastri Nagar Lake,-3.0,-0.55023193359375,0.3425130248069763,2.44976806640625
Yediyur Lake,-0.5,0.5,0.44680143147706985,1.0
Chelekere,-1.79998779296875,-0.79998779296875,0.3591984435915947,1.0
Vengayyana Lake,-0.39996337890625,-3.25408935546875,0.3425130248069763,-2.8541259765625
Doddabidirakallu Kere,-1.0,0.0162353515625,0.33519773930311203,1.0162353515625
Hebbal Lake,-1.20001220703125,-0.20001220703125,0.3591984435915947,1.0
Vijinapura Lake,-0.39996337890625,0.7764892578125,0.3425130248069763,1.17645263671875
Narsipura Lake,-5.0,-2.71685791015625,0.3721068203449249,2.28314208984375
Kadiranpalaya Kere,1.20001220703125,2.34197998046875,0.3591984435915947,1.1419677734375
Sampigehalli Lake,-3.20001220703125,-1.48101806640625,0.3721068203449249,1.718994140625
Kogilu Lake,-1.0,-0.2166748046875,0.3721068203449249,0.7833251953125
Munekolala Lake,-0.39996337890625,-3.0064697265625,0.3425130248069763,-2.60650634765625
Veerasagara Lake,-2.0,-0.1585693359375,0.3721068203449249,1.8414306640625
Gunjuru Lake,-1.20001220703125,1.06378173828125,0.3259711489081383,2.2637939453125
Sheelavathana Kere,-1.5,1.3721923828125,0.3425130248069763,2.8721923828125
Nagawara Lake,-2.79998779296875,-0.79998779296875,0.3591984435915947,2.0
Kuppareddi Kere,-11.70001220703125,-2.70001220703125,0.5436732769012451,9.0
Parappana Agrahara Lake,-4.89996337890625,-0.50494384765625,0.3259711489081383,4.39501953125
Bagalagunte Lake,-2.20001220703125,-0.6485595703125,0.33619116246700287,1.55145263671875
Halasuru lake,-2.0,3.0,0.3591984435915947,5.0
Palanahalli Lake,-2.0999755859375,0.4913330078125,0.3721068203449249,2.59130859375
Begur Lake,-3.20001220703125,-0.20001220703125,0.44680143147706985,3.0
Chikka Bellanduru Lake,1.5,3.1209716796875,0.3259711489081383,1.6209716796875
Ramapura Kere,-0.89996337890625,-1.53057861328125,0.3425130248069763,-0.630615234375
Abbigere Lake,-3.29998779296875,-0.19293212890625,0.33619116246700287,3.1070556640625
Ullal Lake,-4.29998779296875,-1.0133056640625,0.33519773930311203,3.28668212890625
Kaikondrahalli Lake,0.60003662109375,3.10003662109375,0.3259711489081383,2.5
B Channasandra Lake,2.70001220703125,2.78692626953125,0.3425130248069763,0.0869140625
Chandrasekhar Layout Lake,0.29998779296875,2.93829345703125,0.44680143147706985,2.6383056640625
Amruthalli Lake,0.10003662109375,-1.36029052734375,0.3721068203449249,-1.4603271484375
Kowdenahalli Lake,-6.20001220703125,-2.7333984375,0.3425130248069763,3.46661376953125
Sunkalpalya Lake,-16.5999755859375,-6.93646240234375,0.4858890473842621,9.66351318359375
Attur Lake,1.0,1.15380859375,0.3721068203449249,0.15380859375
Pattandur Agrahara Kunte,1.9000244140625,-2.0999755859375,0.3425130248069763,-4.0
Haraluru Lake,-4.20001220703125,-1.13446044921875,0.3259711489081383,3.0655517578125
Varthur Lake,-0.79998779296875,0.20001220703125,0.3259711489081383,1.0
Anchepalya Lake,-8.89996337890625,-2.89996337890625,0.33619116246700287,6.0
Subedharana Lake,-2.0999755859375,0.59716796875,0.44680143147706985,2.6971435546875
Pattandur Agrahara Lake,1.4000244140625,1.151123046875,0.3425130248069763,-0.2489013671875
Allalasandra Lake,-0.39996337890625,1.59088134765625,0.3721068203449249,1.9908447265625
Chudahalli Lake,-2.5999755859375,-8.0999755859375,0.5436732769012451,-5.5
Ambalipura Upper Lake,-2.0,1.5816650390625,0.3259711489081383,3.5816650390625
Doddanekundi Lake,-0.89996337890625,0.60003662109375,0.3425130248069763,1.5
Hulimavu Lake,-2.29998779296875,-0.79998779296875,0.44680143147706985,1.5
Herohalli Kere,-12.5999755859375,-8.36968994140625,0.33519773930311203,4.23028564453125
Bellandur Lake,-2.0,-1.0,0.3259711489081383,1.0
Kengeri Lake,-3.5,-3.38018798828125,0.4858890473842621,0.11981201171875
Madiwala Lake,-1.20001220703125,-3.79693603515625,0.44680143147706985,-2.596923828125
Doddabommasandra Kere,-0.20001220703125,1.658447265625,0.3721068203449249,1.85845947265625
Kammagondanahalli Lake,-8.20001220703125,-5.20001220703125,0.33619116246700287,3.0
Hoodi Lake,-10.20001220703125,0.29998779296875,0.3425130248069763,10.5
Dore Kere,-11.79998779296875,0.46978759765625,0.44680143147706985,12.269775390625
Byrasandra Melina Kere,1.20001220703125,7.70001220703125,0.3425130248069763,6.5
Uttarahalli Lake,-1.20001220703125,2.91510009765625,0.4858890473842621,4.1151123046875
Hosakerahalli Lake,-0.5,2.01220703125,0.4858890473842621,2.51220703125
Arekere lake,-1.0999755859375,0.3062744140625,0.44680143147706985,1.40625
Kalkere Lake,-0.20001220703125,-0.84417724609375,0.3425130248069763,-0.6441650390625
Jakkur Lake,-0.89996337890625,-2.2275390625,0.3721068203449249,-1.32757568359375
BEL Lake,-32.29998779296875,-7.7489013671875,0.3721068203449249,24.55108642578125
Vasanthapura Lake,-11.89996337890625,-11.76434326171875,0.44680143147706985,0.1356201171875
Chikka Beguru Lake,-2.29998779296875,-0.8343505859375,0.44680143147706985,1.46563720703125
Yellamallappa Chetty Lake,-2.0,-2.5,0.3425130248069763,-0.5
Seegehalli Lake,0.10003662109375,-0.23944091796875,0.3425130248069763,-0.3394775390625
Saul Kere,-3.5999755859375,-0.2845458984375,0.3259711489081383,3.3154296875
Rachenahalli Lake,-1.89996337890625,-2.37860107421875,0.3721068203449249,-0.4786376953125
Lotus Pond,-0.79998779296875,-6.07757568359375,0.3591984435915947,-5.277587890625
Seetharampalya Lake,-10.20001220703125,-4.20001220703125,0.3425130248069763,6.0
Kenchanahalli Lake,-3.0,-0.063720703125,0.4858890473842621,2.936279296875
Mallasandra Lake,-4.20001220703125,-0.1812744140625,0.33619116246700287,4.01873779296875
Kempambudhi Kere,-1.0,2.928955078125,0.3591984435915947,3.928955078125
Vidyaranyapura Kere,-8.0,-6.7193603515625,0.3721068203449249,1.2806396484375
