name,lat,lon,potential_ha,static_total_ha,static_water_ha,static_weed_ha,buffer_total_ha,buffer_water_ha,buffer_weed_ha,in_build_ha,out_build_ha,in_green_ha,out_green_ha,impervious_fraction,max_3day_rain_mm,peak_30min_intensity_mm,flow_accumulation_km2,flow_direction_code,encroachment_pct,sar_flood_freq_pct
Dasarahalli Tank,13.040938080379156,77.51222178496144,5.82432466497085,3.4593735258364213,2.8883276226662034,0.5835331450543372,5.008429844446618,2.898226323713415,2.1231148108383873,0.9864109348067739,1.6980524324329849,0.7391650757549012,2.0653486391917713,0.6106232729505678,81.43333143445973,7.368333339691162,0.0083316499367356,64,16.936056822850738,34.27247240495879
Deepanjali Nagara Kere,12.94922037326571,77.53094389810916,1.4157398143513997,0.8096905309151047,0.2872088940235213,0.5257106238860085,1.7424808039232644,0.32570344076917057,1.420006350148519,0.15983487408955888,1.0864800712405935,0.6281391944984984,1.2574800842190414,0.9549642939414881,82.41583149554208,7.633333206176758,0.6084211468696594,4,11.289848068784083,8.122198262930413
Devasandra lake,13.00146711300279,77.70311597111605,3.4236964712045705,2.768296517900952,2.396184630959704,0.42872790532779076,4.635793051922367,2.5003014864304487,2.2000581350109623,0.5670583664793127,1.4406914748811408,0.41734017903895154,2.0308870477993044,0.6785454355616838,93.4504748662023,8.096789805673493,1.133295655250549,32,16.562752313139566,30.295141908576273
Deverabisanahalli Lake,12.923182120565428,77.6871052288003,3.6844969305988386,3.1423328866891302,2.7448169009234857,0.46391317899367385,5.157266764438105,2.8563297960917153,2.383284470101151,1.295094923206903,1.1613061342954947,0.4774954104758867,2.1891836150240436,0.6412861171353262,81.65999789815396,7.086666504542033,0.8168903589248657,128,35.14984399773708,23.994462365737608
Doddabidirakallu Kere,13.043049587492616,77.4955523373924,11.45499852283553,4.568080753723344,0.0,4.568080753723344,6.26223728303149,0.0,6.26223728303149,0.8193551474188516,1.072519263144599,3.5166018203191833,4.825030126711774,0.2919307133353802,79.33416453904162,7.6899999777476,8.456657409667969,16,7.15281757379076,11.351976658932164
Doddabommasandra Kere,13.064915240036932,77.56320714849547,33.54657069409537,32.00921503400115,11.019804748796448,21.625261748938957,38.70909165559009,11.16422693639568,28.22264227822049,0.5240576927105275,2.0414753403996486,13.811004683773062,9.660093304196026,0.0,81.43333143445973,7.368333339691162,0.0249926298856735,128,1.5621796263150332,49.62883236733547
Doddakalasandra Lake,12.882075315569105,77.56165804962087,5.803743398569146,3.8251030987234693,1.3451993985688453,2.840011102426068,5.399448149066501,1.34845457127889,4.412734896553887,0.8464756544758915,1.2869824755400614,2.4402837013613627,3.0861898921078947,0.6689008097808667,85.75499812404935,6.723333120346069,0.3584813475608825,8,14.584994482777812,14.671027855590854
Doddakannelli Lake,12.911890840928043,77.69348851887294,6.620274250452378,5.630636351334812,4.565415942685994,1.2047140139595973,7.9903331830163085,4.663338131078084,3.4836237875441007,0.7261340399105097,0.6147851780281816,1.2096910958897207,4.629462531950707,0.1425464938501444,81.65999789815396,7.086666504542033,1.542150616645813,16,10.96833775218438,45.0402410536624
Doddanekundi Lake,12.975386793991428,77.68804390617512,38.04355931065581,29.700742441587767,3.0462406734466554,26.91602310692183,33.57048983661676,3.0462406734466554,30.785770501950825,0.8739820101474938,2.3573565140493553,8.69528779653661,5.4685723303970635,0.0,81.65999789815396,7.086666504542033,0.0166676118969917,4,2.297319246631836,28.274660219767828
Doddathogur Lake,12.85746345629954,77.65968275948435,5.501957242000803,3.480888566099678,1.9108682823420509,1.6007826955139561,6.871510454495499,2.6094410481641184,4.315366886342367,1.1451511656413362,2.8236863187428387,1.7755576401734199,3.2162808140424333,0.5402816272433592,86.14666446531191,6.710833152135213,4.3773980140686035,2,20.81352353848716,32.58493039630026
Doddkammanahalli Lake,12.855596811258197,77.60374142364677,4.814579989731731,3.1350159552465704,2.292665255757251,0.853656294378642,4.941096092837963,2.357635948726679,2.594765739000607,1.4905937708581662,1.700143369770923,0.6022731505066116,2.9483873546395896,0.3165427318911835,86.14666446531191,6.710833152135213,2.76820707321167,16,30.959995971345823,29.743701339523277
Dore Kere,12.902693608493903,77.55080031154503,8.915712450459797,7.973703586093677,6.131966675561144,4.4923366934443445,10.558047784690109,6.136190443166097,7.073337342846441,0.10367546540802597,1.0164345763975653,3.992228322446735,3.872794664522557,0.27346986217059516,82.41583149554208,7.633333206176758,7.544248104095459,32,1.162839941105091,51.76033126238095
Dubasi Palya Kere,12.930906716779104,77.4948486538195,4.0859105861110345,2.117253452915367,0.44674027633916324,1.6705131765762034,4.150826141285117,0.45370526796976723,3.69712087331535,0.5249565340782617,0.8964368463763067,2.3211872333990367,2.6170599768350638,0.7272249765015948,85.83333125337958,8.099166552225748,0.0250057429075241,4,12.847969210650662,11.322802381655196
Gantiganahalli Lake,13.138236915569406,77.57742306465795,19.928855241875755,11.519487232005796,9.076043095348084,2.576879025951709,14.299233774525257,9.082818926493326,5.350317908945023,2.1290232640464635,0.6335051062330858,2.635550800298553,7.418604897990012,0.0035202730283248,84.31574830661218,7.978333155314128,0.6829474568367004,128,10.683118715082172,67.90673854867453
Garudacharpalya Lake,12.99079880972868,77.69592357748239,1.1024244912270942,0.6210294405369977,0.47110227368273755,0.14992716685426,1.1763179572824713,0.500785162574419,0.6755327947080526,0.2653985461261225,1.3188831985967298,0.14884469221227306,0.694131254235062,0.9326503160183531,81.65999789815396,7.086666504542033,0.1166653484106063,2,24.074079289612925,12.056699204103095
Goshala Lake,12.98677031608552,77.6979247502631,1.2665642587788897,0.8746545596747305,0.4228527578979691,0.45816386917513174,1.7585715277304057,0.43100633646647135,1.3340222148845398,0.4096982042584389,1.4124793150593877,0.44895938708286653,1.1259166232304791,0.7623261441702063,81.65999789815396,7.086666504542033,0.0166669189929962,1,32.34721029104627,9.097815514914268
Gottigere Tank,12.852978396088687,77.59026096996043,12.004251310873594,5.0614675387618115,1.9528207344932802,3.7046192063325374,7.08264570555394,1.9575013224283853,5.721116785189561,2.337085102466259,3.0200039011981445,2.5234093529994195,3.432120596211252,0.2912217739581445,85.75499812404935,6.723333120346069,0.0083378171548247,128,19.46881185625712,32.258451561563696
Gowdana Kere,12.907623040353732,77.55623715379377,2.4786310116218124,1.1854016790621889,0.18077034262812997,1.0078608438803478,1.7550821247165656,0.187381349574569,1.5709302825882852,0.5816475848034628,1.8075490882265184,0.8209671442926944,0.700311181883469,0.9716673630141194,82.41583149554208,7.633333206176758,0.2083997428417205,2,23.46648541377203,5.073508975394882
Gubbalala Kere,12.880670207103108,77.54079173187408,1.9608231508202654,0.7668741235910055,0.526079277775085,0.2504844001575544,1.7899130561000849,0.5345275303216074,1.2650750801201116,0.6885343085729062,0.3385387738675385,0.3694886768211414,1.9251243505470423,0.9154136608865562,85.75499812404935,6.723333120346069,0.8003511428833008,32,35.11455422611028,10.366011964494032
Gunjuru Lake,12.916958543452628,77.74024489236726,22.03662371149998,1.6246260237345975,0.04844083620707193,1.5761851875275257,2.431615587908676,0.04844083620707193,2.383174751701604,1.355497164017421,2.066143636547912,5.50106145655364,5.754862253365612,0.03743991775362537,82.73174809043606,6.886666615804036,0.0083357188850641,128,6.151110904117514,13.145134521080609
Gunjuru Palya Lake,12.919058746365748,77.72142862960163,12.819448735931994,3.7645607561084033,2.0077183165706067,1.8682554282005162,4.582591202923146,2.0129613026891966,2.681042888896668,2.0239496490643067,1.5896664584310694,1.5710212900179197,3.5741588168100584,0.11013803604029777,82.73174809043606,6.886666615804036,0.0083356536924839,4,15.78811765432098,26.97437382844961
Halagevader Halli Lake,12.92403321624875,77.51497862796384,2.841294239783194,1.5083516372206944,0.5392935541788737,0.9868192495508131,2.8280790274980334,0.5792228201373729,2.266617373869653,0.42123386458353274,0.8868382916778366,1.1688759649289204,2.2792545036360807,0.8639686684073108,82.41583149554208,7.633333206176758,0.025006640702486,64,14.825422115228555,10.878543498895969
Halasuru lake,12.982697388966644,77.61971614840355,37.82345834809546,36.33114863838694,33.52969812534258,3.511176863505046,46.42163438951829,33.98717828415216,13.285181602294026,1.9968896372921012,1.7121409463790196,3.9969793594121015,11.660372389169325,0.0,81.65999789815396,7.086666504542033,0.2833359539508819,4,5.279500406637595,89.70220411038603
Haralur Lake,12.896628304542794,77.66280255958233,7.932285794605927,6.822697730123978,6.095597764600865,1.8788747797832615,10.479216555262544,6.147614132750268,5.505579468588736,0.6870922475203969,0.8713362141189077,1.3715922232035718,4.396004927130805,0.3924111947780369,86.14666446531191,6.710833152135213,0.0083363987505435,64,8.66197039934731,50.320230764048496
Haraluru Lake,12.891641672794607,77.65513003508902,3.2161476752187688,2.5358190335930715,1.839765595862694,0.7934071886254604,4.171020604386174,1.8867673721333424,2.4005229495329012,0.09794261871288024,1.402947044826832,0.8230445211552637,1.811005568116131,0.798005167577598,86.14666446531191,6.710833152135213,0.7086127400398254,2,3.0453395989106125,17.67570046718665
Hebbal Lake,13.04705059740462,77.58628405047017,45.28392121431239,39.84251730619594,32.669093943904805,7.938679548373251,49.46436212314831,32.80041354522705,17.48541220783459,3.231322088199192,0.8866857717202379,9.058555416187458,17.024999850742127,0.0,81.43333143445973,7.368333339691162,0.0249942205846309,1,7.13569408644299,91.5436936159244
Hemmigepura Kere,12.873692674348904,77.48348887477314,5.563321210856716,3.911532132314045,3.284386527894961,0.6452966500794654,6.738515811027078,3.3252230002085366,3.439132404197244,3.0110249907350224,0.5794361965194403,0.7156775078991657,4.975588375507928,0.36690672901733173,86.27499802270904,8.016666571299234,1.2589259147644043,32,54.12279601722554,37.24706958102736
Herohalli Kere,12.98901708788825,77.49011358408788,9.856256515221688,8.83433470240774,6.9871989202801075,2.12489934449788,11.822814065710332,7.0247885640816286,5.080517842988157,0.19205027943629846,1.8449812867971176,2.294065186650395,3.949243087067447,0.3151184502275644,85.83333125337958,8.099166552225748,2.458284378051758,16,1.9485113758930903,58.91179329493759
Hoodi Lake,12.986949369202017,77.72290002806685,8.80726070838778,6.939469837701335,3.9870900779245417,3.6666409765395613,9.09840437445946,4.016266984176636,5.802095992425158,0.12282857840045602,2.554334354945663,3.236214957694259,3.3876256038595955,0.2808707945106758,82.73174809043606,6.886666615804036,0.0416672267019748,128,1.3946286191287338,36.54046569702688
Horamavu Agara Lake,13.03551737055676,77.6587825169042,14.386911314951588,10.853421067986583,8.737573143621209,2.805262765330396,12.110086041733483,8.805586863924912,3.9984963591287648,2.3811679208593426,3.142261066393385,1.8692393749665905,1.414737619563084,0.21657828992279962,84.54749807839592,6.272499720255534,4.124431610107422,64,16.55093208494804,60.88826366539255
Horamavu Lake,13.0234630286734,77.66730636354119,4.614853544395296,3.349800516689525,0.6232913937731973,2.7378073036872017,4.9712086921128416,0.6263548674549776,4.356152005428737,0.8273169845286849,2.086002838530696,1.9319094959797567,2.0965886710781523,0.7547713000353147,84.54749807839592,6.272499720255534,1.2831885814666748,16,17.927264138933616,15.147558770920153
Hosakerahalli Lake,12.926506532686465,77.53406006009116,14.96639107261808,9.294542677701566,0.022604814910888667,9.275167122408801,11.550742423316606,0.025834061940511032,11.528137620994217,0.17108112571716308,2.6856447653961184,5.864265725168962,3.4588234053263953,0.15655785292789548,82.41583149554208,7.633333206176758,0.0083354180678725,32,1.14310206707191,5.326556619000396
Hosakere,12.926777467658605,77.48125017978349,11.925200619868852,6.1097887116331195,0.7572678716023763,5.352520840030743,8.445872334628637,0.758882493464152,7.686989841164485,1.0438715737954936,3.6724843492665005,5.540857810162811,4.636181429058399,0.3724144886933795,85.83333125337958,8.099166552225748,16.71013832092285,4,8.753492767713066,24.980801497929686
Hulimavu Lake,12.870360310792742,77.60423495967207,41.09662930671246,30.589088817324665,6.758721227010091,24.119450859942457,35.19341557570814,6.7674231550702855,28.715075690265735,0.8914722650076669,2.722852672876595,9.322984950174067,6.471502924082141,0.0052142860068902334,86.14666446531191,6.710833152135213,0.0416866056621074,128,2.16921017622742,31.19625196420383
ISRO Layout Lake,12.897852980860497,77.55454299205834,1.691910455097872,1.1936790973279374,0.6957267991683063,0.4979522981596305,2.493677221239875,0.7118939655009751,1.7817832557389004,0.16600322286019914,0.2566922112064735,0.5169691709131977,1.9857123988167749,0.921265587892827,85.75499812404935,6.723333120346069,0.9670432209968568,64,9.81158443462638,8.573860863333723
ITI Layout Lake,12.902307413057462,77.6393836670545,1.7001640024461937,1.068629469800463,0.9605399676453835,0.1158214924935733,1.8288727872177821,0.9837803088912466,0.8531664239442115,0.9047886067164801,1.414485210917354,0.15153689007378868,0.8985579648904238,0.8724394185160609,81.65999789815396,7.086666504542033,0.2334145009517669,8,53.21772519678522,10.853212230799944
Iblur Lake,12.922434059675629,77.6668228891874,2.5612345260171323,1.4709327253708182,1.238357737428254,0.34052941849303403,2.8760692163684323,1.3504787818230521,1.6547634413660586,1.1066895586589738,1.2517508087731655,0.32418649982128267,1.4914729644934959,0.8136898307011265,81.65999789815396,7.086666504542033,1.3253920078277588,64,43.209223810516875,19.244281393628956
Jakkur Lake,13.086761975992909,77.61032801732185,49.63010447345808,44.017478869632875,37.62514757572996,22.93112185623418,52.026239236060746,37.656198814151246,30.932257090610676,0.5103781525575724,1.7893349543537818,13.619681398572242,15.806170246250423,0.05576430715956601,84.54749807839592,6.272499720255534,0.0333207324147224,128,1.028364050352785,83.27748674341757
Jogi Kere,12.863048062208511,77.5384474629139,0.5836929358299104,0.16439169162376252,0.11017711568695264,0.05421457593680982,0.9014306043323194,0.11143747736612952,0.7899931269661898,0.2832899184437671,0.2977303701138963,0.06747054006738595,1.1151409168048934,0.9264424076503704,85.75499812404935,6.723333120346069,0.1167238727211952,8,48.53406663916153,9.148299597416909
K100,12.931378788142233,77.63586328483962,3.105362301884071,1.0386215701493404,0.0016272501772213001,1.0369943199721192,4.980166822314292,0.3518617161968954,4.628305106117397,0.8841067208822415,9.316700933153731,1.211892081163194,4.397451183309117,1.0,81.65999789815396,7.086666504542033,0.0083352522924542,8,28.47032439164475,2.9314748350940056
