system:index,impervious_fraction,max_3day_rain_mm,name,peak_30min_intensity_mm,.geo
49,1.0,58.109998618252575,Shivapura Old Lake,4.605000019073486,"{""type"":""Polygon"",""coordinates"":[[[77.50471602919691,13.028619753340642],[77.50420004596508,13.028548121857423],[77.50372513583558,13.028338929392453],[77.50332910223061,13.028008827984793],[77.50304346955997,13.02758409412606],[77.50289097383607,13.027098537020727],[77.50288375299603,13.02659080725197],[77.50302238094733,13.026101320121118],[77.50329582215672,13.025669038586],[77.5036823103122,13.025328371877498],[77.50415108104363,13.02510643664312],[77.50466482073942,13.025020898593693],[77.50518263654197,13.02507856641696],[77.50566331116252,13.02527484985],[77.50606858351243,13.025594125034273],[77.50636619409516,13.026010978080313],[77.50653245280515,13.02649222788376],[77.50655412475484,13.026999567217045],[77.50642948398836,13.027492611904554],[77.50616845113865,13.027932115391986],[77.50579180398607,13.028283092833576],[77.50532952368269,13.02851760600072],[77.50481840824052,13.028616987297383],[77.50471602919691,13.028619753340642]]]}"
50,0.9381028025035412,63.59999836515635,Akshaynagar Lake,4.654999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.6142692467821,12.87354620684051],[77.61375358460775,12.873474575363574],[77.61327896996875,12.873265382915495],[77.61288318275878,12.872935281530069],[77.61259772777285,12.87251054769196],[77.61244532688421,12.872024990599217],[77.61243811049039,12.871517260831085],[77.61257665215624,12.871027773688695],[77.6128499232265,12.870595492133479],[77.61323617093734,12.870254825402588],[77.61370465005683,12.870032890150522],[77.61421807017881,12.869947352093629],[77.61473556387304,12.87000501992197],[77.61521593947964,12.870201303371049],[77.61562095970359,12.870520578577324],[77.61591838511517,12.870937431644457],[77.61608454035242,12.871418681461508],[77.61610619877314,12.871926020796662],[77.61598163550963,12.872419065473721],[77.61572076503556,12.872858568941648],[77.61534435221184,12.87320954636076],[77.61488235953742,12.873444059509476],[77.6143715621226,12.873543440797498],[77.6142692467821,12.87354620684051]]]}"
51,0.6360443895514957,70.2199983606115,Chunchagatta Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.57546127645824,12.889572710421545],[77.57494558129683,12.889501078943962],[77.57447093629767,12.889291886494142],[77.57407512377183,12.888961785106414],[77.57378965052972,12.888537051266177],[77.57363723989725,12.888051494172132],[77.57363002304663,12.887543764403937],[77.5737685735779,12.887054277262738],[77.57404186212909,12.886621995709598],[77.57442813454439,12.886281328981022],[77.57489664362555,12.886059393730779],[77.57541009658209,12.885973855674658],[77.5759276233713,12.886031523502474],[77.57640802970005,12.886227806949899],[77.57681307582867,12.886547082153902],[77.57711052026566,12.886963935218855],[77.57727668613421,12.887445185034501],[77.577298345945,12.88795252436946],[77.57717377471846,12.888445569047605],[77.57691288756114,12.888885072517542],[77.5765364506613,12.889236049938976],[77.57607442843445,12.889470563089592],[77.5755635983439,12.88956994437851],[77.57546127645824,12.889572710421545]]]}"
52,0.9201277464723857,60.82999871019274,Horamavu Lake,5.019999980926514,"{""type"":""Polygon"",""coordinates"":[[[77.66730636354119,13.025262801863704],[77.66679038730369,13.025191170380621],[77.66631548361158,13.024981977916015],[77.66591945537441,13.024651876508845],[77.6656338265747,13.024227142650552],[77.66548133291684,13.023741585545492],[77.66547411217365,13.02323385577675],[77.6656127382452,13.02274436864565],[77.66588617574804,13.022312087110096],[77.66627265866533,13.02197142040111],[77.66674142304389,13.021749485166346],[77.66725515577765,13.02166394711676],[77.66777296456294,13.021721614940136],[77.66825363266936,13.021917898373518],[77.66865889952663,13.022237173558269],[77.66895650607533,13.022654026604767],[77.66912276253113,13.02313527640851],[77.66914443418608,13.023642615741833],[77.66901979510804,13.024135660429119],[77.66875876579574,13.02457516391613],[77.6683821237481,13.024926141357229],[77.66791984971083,13.02516065452398],[77.667408741197,13.02526003582045],[77.66730636354119,13.025262801863704]]]}"
53,1.0,70.91499849408865,Nagarbhavi Lake,5.704999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.5089551130528,12.966922232126855],[77.50843925805735,12.966850600646135],[77.50796446595233,12.96664140818789],[77.50756853076217,12.96631130678908],[77.50728296906219,12.965886572938556],[77.50713051121735,12.965401015838234],[77.50712329215327,12.964893286069724],[77.50726188564056,12.96440379893428],[77.5075352588932,12.963971517391164],[77.50792165101052,12.963630850673752],[77.50839030526659,12.963408915432332],[77.50890391731848,12.963323377379936],[77.50942160446482,12.963381045205223],[77.50990215965348,12.963577328644645],[77.5103073312995,12.963896603837675],[77.5106048679214,12.96431345689211],[77.51077108530245,12.964794706700971],[77.51079275184847,12.965302046035],[77.51066814203818,12.965795090718352],[77.51040717404443,12.966234594198019],[77.51003062048721,12.966585571630661],[77.50956845506826,12.966820084790472],[77.5090574666522,12.966919466083697],[77.5089551130528,12.966922232126855]]]}"
54,0.551381639545594,58.109998618252575,Dasarahalli Tank,4.605000019073486,"{""type"":""Polygon"",""coordinates"":[[[77.51222178496144,13.04273785356946],[77.51170577229247,13.04266622208567],[77.51123083507004,13.042457029619161],[77.51083477887357,13.04212692820948],[77.51054912991134,13.041702194348863],[77.51039662549216,13.041216637242382],[77.51038940424442,13.04070890747357],[77.51052804010705,13.04021942034377],[77.51080149691617,13.039787138810485],[77.51118800711757,13.039446472104022],[77.51165680458635,13.039224536871254],[77.5121705735833,13.039138998822509],[77.51268841891937,13.039196666645314],[77.51316912095598,13.03939295007689],[77.51357441642284,13.039712225259159],[77.51387204398357,13.040129078303279],[77.51403831218074,13.040610328105487],[77.51405998537086,13.041117667438598],[77.51393533749825,13.041610712127062],[77.5136742897606,13.04205021561627],[77.51329762112286,13.042401193059908],[77.51283531444733,13.042635706228733],[77.51232416984585,13.042735087526182],[77.51222178496144,13.04273785356946]]]}"
55,0.6319521430304296,64.91869088025155,Devasandra lake,7.267167265456919,"{""type"":""Polygon"",""coordinates"":[[[77.70311597111605,13.003266886193094],[77.70260004065948,13.003195254710901],[77.7021251791026,13.002986062248697],[77.70172918599992,13.002655960844676],[77.70144358253704,13.002231226989315],[77.70129110240217,13.00174566988604],[77.70128388229301,13.001237940117385],[77.70142249606077,13.000748452984647],[77.70169590930277,13.000316171446244],[77.70208235793405,12.999975504734078],[77.7025510807304,12.999753569496804],[77.70306476789474,12.99966803144616],[77.70358253074922,12.999725699270257],[77.70406315621794,12.999921982705919],[77.70446838712348,13.000241257893789],[77.70476596726787,13.00065811094328],[77.70493220896907,13.001139360748954],[77.70495387869491,13.001646700082542],[77.70482925066835,13.002139744768343],[77.70456824450991,13.002579248252584],[77.70419163587621,13.002930225690497],[77.70372940285316,13.003164738854627],[77.70321833968816,13.003264120149877],[77.70311597111605,13.003266886193094]]]}"
56,0.2567676662256697,57.394998490810394,Kattigenahalli Lake,5.295000076293945,"{""type"":""Polygon"",""coordinates"":[[[77.62870154197827,13.116505815059384],[77.62818537493398,13.1164341835726],[77.62771029562968,13.116224991098049],[77.62731412095805,13.115894889677783],[77.6270283865588,13.115470155807346],[77.62687583653941,13.114984598694868],[77.6268686131536,13.11447686892576],[77.62700729050508,13.113987381801453],[77.62728082912285,13.113555100277736],[77.62766745493833,13.113214433581934],[77.62813639262428,13.11299249835759],[77.62865031528351,13.112906960312404],[77.62916831550054,13.11296462813279],[77.62964916131347,13.113160911556728],[77.63005457801124,13.113480186728518],[77.63035229460853,13.113897039762596],[77.63051861255883,13.114378289558328],[77.63054029225394,13.114885628890544],[77.63041560711505,13.115378673583988],[77.63015448130153,13.115818177082483],[77.62977769999041,13.116169154536824],[77.6293152550131,13.116403667714426],[77.62880395749329,13.116503049015986],[77.62870154197827,13.116505815059384]]]}"
57,0.16080678193000073,60.82999871019274,Horamavu Agara Lake,5.019999980926514,"{""type"":""Polygon"",""coordinates"":[[[77.6587825169042,13.037317143747066],[77.65826651554185,13.03724551226349],[77.65779158872566,13.037036319797574],[77.65739554120645,13.036706218388673],[77.65710989850172,13.036281484528779],[77.65695739742235,13.035795927422738],[77.65695017633121,13.035288197653946],[77.65708880915514,13.034798710523742],[77.65736225997249,13.034366428989756],[77.65774876170619,13.034025762282509],[77.65821754890531,13.03380382704912],[77.65873130664787,13.033718289000117],[77.65924914064028,13.0337759568231],[77.65972983214654,13.033972240255233],[77.66013511873433,13.034291515438275],[77.66043273977391,13.03470836848313],[77.66059900432711,13.035189618285813],[77.66062067704078,13.035696957618994],[77.6604960318976,13.03619000230709],[77.66023498987832,13.036629505795617],[77.65985832949289,13.036980483238464],[77.65939603294674,13.037214996406648],[77.65888489954519,13.037314377703796],[77.6587825169042,13.037317143747066]]]}"
58,0.6017532431618604,70.2199983606115,Thalaghattapura Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.53137701574505,12.868607103568953],[77.53086136372778,12.86853547209222],[77.53038675843702,12.86832627964468],[77.52999097902207,12.867996178259958],[77.52970552965743,12.867571444422508],[77.52955313176902,12.867085887330164],[77.52954591551587,12.866578157562051],[77.52968445445194,12.866088670419293],[77.52995772013963,12.865656388863439],[77.53034396024367,12.865315722131834],[77.53081243013767,12.865093786879205],[77.5313258401495,12.865008248822072],[77.53184332365342,12.865065916650577],[77.53232368980032,12.865262200100165],[77.53272870204795,12.865581475307144],[77.5330261216014,12.865998328374948],[77.53319227356513,12.866479578192433],[77.53321393155784,12.866986917527646],[77.53308937074624,12.867479962204376],[77.53282850540914,12.867919465671676],[77.53245209999871,12.868270443090077],[77.53199011642381,12.868504956238201],[77.53147932907021,12.868604337525952],[77.53137701574505,12.868607103568953]]]}"
59,0.019024944703858442,70.4099979000166,Agara Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.64136384676314,12.922563658271896],[77.64084808355675,12.922492026792973],[77.64037337593126,12.92228283433956],[77.63997751118445,12.921952732947108],[77.63969200028383,12.921527999102482],[77.63953956955199,12.921042442005762],[77.63953235175907,12.920534712237432],[77.6396709205777,12.920045225098686],[77.63994424518822,12.919612943549824],[77.64033056856339,12.919272276826007],[77.64079913944879,12.919050341579524],[77.64131266013581,12.918964803524991],[77.64183025519266,12.919022471351731],[77.64231072489446,12.919218754795743],[77.64271582445866,12.919538029995064],[77.64301330814088,12.919954883055535],[77.64317949593946,12.920436132868288],[77.64320115861763,12.920943472202849],[77.64307657096512,12.921436516883213],[77.6428156493939,12.921876020357299],[77.64243916283037,12.922226997783516],[77.64197707964338,12.922461510938053],[77.64146618215007,12.922560892228807],[77.64136384676314,12.922563658271896]]]}"
60,1.0,68.14175145602066,Vrishabhavati,5.74125156128665,"{""type"":""Polygon"",""coordinates"":[[[77.50049244727587,12.922321758292698],[77.49997668456909,12.92225012681379],[77.49950197740344,12.922040934360401],[77.49910611304006,12.921710832967987],[77.49882060241593,12.92128609912339],[77.49866817183167,12.92080054202669],[77.49866095404566,12.920292812258362],[77.49879952273002,12.919803325119599],[77.4990728470758,12.919371043570703],[77.49945917007679,12.91903037684685],[77.49992774050838,12.918808441600344],[77.50044126069811,12.918722903545797],[77.50095885525371,12.918780571372546],[77.50143932449019,12.91897685481658],[77.50184442366206,12.919296130015937],[77.5021419070561,12.91971298307644],[77.50230809469369,12.920194232889216],[77.50232975735078,12.920701572223782],[77.5022051698189,12.92119461690413],[77.50194424850034,12.921634120378185],[77.50156776230146,12.921985097804363],[77.50110567956207,12.922219610958873],[77.50059478256365,12.922318992249615],[77.50049244727587,12.922321758292698]]]}"
61,0.11725025572658605,55.97499892022461,Gunjuru Palya Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.72142862960163,12.920858519556049],[77.72091286991677,12.9207868880772],[77.7204381655324,12.920577695623972],[77.7200423034882,12.920247594231764],[77.71975679453651,12.919822860387365],[77.71960436484487,12.91933730329078],[77.71959714710071,12.91882957352246],[77.71973571497293,12.918340086383589],[77.72000903771728,12.917907804834503],[77.7203953584551,12.91756713811044],[77.72086392614193,12.917345202863766],[77.7213774433237,12.917259664809148],[77.72189503484749,12.917317332635944],[77.72237550126952,12.91751361608013],[77.72278059806828,12.917832891279696],[77.72307807971941,12.918249744340397],[77.72324426638308,12.9187309941533],[77.72326592891284,12.919238333487884],[77.72314134211042,12.919731378168134],[77.72288042232022,12.920170881642006],[77.72250393832695,12.920521859067971],[77.72204185829484,12.920756372222305],[77.72153096428983,12.920855753512965],[77.72142862960163,12.920858519556049]]]}"
62,0.7931746402369343,70.2199983606115,Subramanyapura Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.54290626308375,12.898014258413125],[77.54239055052935,12.8979426269352],[77.54191588952224,12.89773343448446],[77.54152006364819,12.897403333095523],[77.54123458078018,12.896978599254163],[77.54108216501011,12.896493042159433],[77.54107494791862,12.895985312391204],[77.54121350312433,12.895495825250633],[77.54148680089267,12.895063543698589],[77.54187308633382,12.894722876971228],[77.54234161121278,12.894500941721951],[77.54285508148192,12.894415403666233],[77.54337262572105,12.894473071493776],[77.5438530482486,12.894669354940325],[77.5442581080359,12.894988630143128],[77.54455556250439,12.895405483206936],[77.54472173397849,12.895886733021843],[77.5447433945222,12.896394072356703],[77.54461881909702,12.896887117035412],[77.54435792314315,12.897326620506412],[77.54398147354875,12.89767759792907],[77.54351943573987,12.89791211108069],[77.54300858842048,12.898011492370077],[77.54290626308375,12.898014258413125]]]}"
63,0.9576939029448361,70.2199983606115,Konanakunte Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.56843423601899,12.893098539036197],[77.56791853359445,12.893026907558472],[77.56744388191055,12.892817715108263],[77.56704806381065,12.892487613720036],[77.56676258654886,12.892062879879328],[77.56661017377098,12.891577322784999],[77.56660295681978,12.891069593016788],[77.56674150930303,12.89058010587585],[77.56701480170322,12.890147824323169],[77.56740107955798,12.8898071575951],[77.56786959523612,12.88958522234526],[77.56838305542222,12.889499684289309],[77.56890058949831,12.889557352117011],[77.56938100259151,12.88975363556407],[77.56978605442384,12.89007291076757],[77.57008350304989,12.890489763832045],[77.57024967125925,12.890971013647382],[77.5702713313761,12.8914783529823],[77.57014675839625,12.891971397660681],[77.56988586756559,12.892410901131061],[77.56950942536464,12.892761878553005],[77.5690473966309,12.892996391704044],[77.56853655934577,12.893095772993156],[77.56843423601899,12.893098539036197]]]}"
64,0.8731070496083551,70.91499849408865,Halagevader Halli Lake,5.704999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.51497862796384,12.92583298943905],[77.51446285800404,12.925761357959999],[77.51398814416298,12.925552165506229],[77.51359227423328,12.925222064113308],[77.51330675959507,12.924797330268248],[77.51315432686839,12.924311773171262],[77.51314710898194,12.92380404340292],[77.51328567961556,12.923314556264417],[77.51355900780496,12.922882274715978],[77.51394533623784,12.922541607992635],[77.51441391325726,12.922319672746525],[77.51492744066647,12.92223413469215],[77.51544504249881,12.922291802518782],[77.51592551849033,12.922488085962454],[77.51633062335797,12.922807361161315],[77.51662811093523,12.923224214221337],[77.51679430091036,12.923705464033803],[77.51681596387309,12.924212803368325],[77.51669137459034,12.92470584804891],[77.51643044960356,12.925145351523408],[77.51605395811096,12.925496328950098],[77.51559186887373,12.925730842105022],[77.51508096469074,12.925830223395959],[77.51497862796384,12.92583298943905]]]}"
65,0.7980904766438086,70.4099979000166,B Narayanapura Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.68277699822079,12.998169649231592],[77.68226107836128,12.998098017749607],[77.68178622655756,12.997888825287957],[77.6813902415876,12.997558723884667],[77.6811046439895,12.997133990029983],[77.68095216698484,12.996648432927122],[77.68094494702244,12.996140703158488],[77.6810835579422,12.99565121602537],[77.68135696556847,12.995218934486305],[77.68174340626345,12.994878267773405],[77.68221211943464,12.99465633253555],[77.68272579605087,12.994570794484659],[77.68324354827361,12.994628462308924],[77.68372416387285,12.994824745745113],[77.68412938645653,12.995144020933708],[77.68442696048902,12.99556087398389],[77.68459319877492,12.996042123790012],[77.68461486805421,12.996549463123662],[77.6844902425858,12.997042507809121],[77.68422924178684,12.997482011292718],[77.68385264088758,12.997832988729893],[77.68339041735821,12.998067501893415],[77.68287936469028,12.998166883188382],[77.68277699822079,12.998169649231592]]]}"
66,0.6349073212096634,70.2199983606115,Doddakalasandra Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.56165804962087,12.88387508875941],[77.56114236619189,12.88380345728206],[77.56066773199083,12.883594264832857],[77.56027192846902,12.883264163445947],[77.55998646172004,12.882839429606468],[77.55983405455314,12.882353872512883],[77.55982683786497,12.881846142744712],[77.5599653852431,12.881356655603089],[77.56023866757691,12.880924374049211],[77.56062493120565,12.880583707319813],[77.56109342963042,12.880361772068921],[77.56160687090878,12.880276234012525],[77.56212438592718,12.88033390184053],[77.56260478132907,12.88053018528854],[77.56300981824424,12.880849460493353],[77.56330725591452,12.88126631355908],[77.56347341800186,12.881747563375226],[77.56349507731825,12.882254902710255],[77.56337050892391,12.882747947388014],[77.56310962770027,12.883187450857235],[77.56273319936352,12.883538428277843],[77.5622711876475,12.883772941427786],[77.56176036917863,12.883872322716385],[77.56165804962087,12.88387508875941]]]}"
67,0.783768837273607,70.2199983606115,Puttenhalli Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.58730179644434,12.892266028231486],[77.58678609573495,12.89219439675379],[77.5863114456296,12.891985204303676],[77.58591562884601,12.891655102915564],[77.58563015253343,12.891230369074966],[77.58547774026218,12.890744811980705],[77.58547052333473,12.890237082212497],[77.58560907535703,12.889747595071501],[77.58588236684831,12.889315313518711],[77.58626864341856,12.88897464679052],[77.58673715753886,12.888752711540587],[77.58725061601773,12.888667173484594],[77.58776814837307,12.888724841312323],[77.58824855986889,12.888921124759468],[77.58865361035431,12.88924039996309],[77.58895105799112,12.889657253027677],[77.58911722564773,12.890138502843087],[77.58913888569231,12.890645842178015],[77.58901431312648,12.89113888685634],[77.58875342316325,12.891578390326618],[77.58837698221414,12.891929367748439],[77.58791495501698,12.892163880899375],[77.58740411943081,12.892263262188443],[77.58730179644434,12.892266028231486]]]}"
68,0.5791171419706251,62.49999810196459,Mylasandra Tank,5.815000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.49295163059372,12.909948301362329],[77.49243589342925,12.90987666988392],[77.49196120977189,12.909667477431878],[77.4915653650109,12.909337376041236],[77.4912798685228,12.908912642198286],[77.49112744548333,12.908427085102588],[77.49112022805105,12.907919355334311],[77.49125878987078,12.90742986819463],[77.49153210068083,12.90699758664413],[77.49191840455282,12.906656919918492],[77.49238695178471,12.906434984670573],[77.49290044655018,12.906349446615431],[77.49341801547988,12.906407114442585],[77.49389846092777,12.9066033978879],[77.4943035400413,12.906922673089014],[77.49460100870373,12.907339526151196],[77.49476718810934,12.907820775965057],[77.49478884969011,12.90832811529977],[77.4946642683241,12.908821159979285],[77.49440335992364,12.909260663451784],[77.49402689236722,12.909611640876172],[77.49356483251067,12.909846154029209],[77.49305396081348,12.909945535319263],[77.49295163059372,12.909948301362329]]]}"
69,0.2255858324858593,70.43499897420406,Konasandra Lake,5.670000076293945,"{""type"":""Polygon"",""coordinates"":[[[77.48386915601256,12.894164592513343],[77.48335345139155,12.894092961035572],[77.48287879768608,12.893883768585251],[77.48248297790053,12.89355366719687],[77.48219749942312,12.89312893335602],[77.48204508599645,12.892643376261601],[77.48203786901483,12.892135646493388],[77.48217642208839,12.89164615935253],[77.48244971565256,12.891213877799988],[77.48283599515229,12.890873211072071],[77.48330451282546,12.890651275822355],[77.48381797519785,12.890565737766453],[77.48433551147762,12.890623405594122],[77.48481592661649,12.890819689041068],[77.4852209801737,12.891138964244421],[77.48551843006655,12.891555817308749],[77.48568459898382,12.892037067123995],[77.48570625919324,12.892544406458898],[77.48558168568316,12.89303745113735],[77.48532079374162,12.893476954607866],[77.48494434993755,12.893827932029964],[77.48448231923602,12.89406244518113],[77.48397147977516,12.8941618264703],[77.48386915601256,12.894164592513343]]]}"
70,0.8605504248926248,63.59999836515635,Singasandra Lake,4.654999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.64546471624104,12.884017921683693],[77.644949032518,12.883946290206334],[77.64447439804631,12.883737097757116],[77.64407859429885,12.883406996370189],[77.64379312738711,12.882982262530689],[77.64364072013335,12.882496705437093],[77.64363350344112,12.881988975668921],[77.64377205089828,12.881499488527309],[77.64404533338791,12.88106720697345],[77.64443159723686,12.88072654024407],[77.64490009592872,12.880504604993195],[77.64541353749975,12.880419066936806],[77.64593105281317,12.880476734764807],[77.64641144848893,12.880673018212805],[77.64681648563501,12.880992293417593],[77.64711392347489,12.881409146483303],[77.647280085657,12.881890396299436],[77.64730174498578,12.882397735634463],[77.64717717652046,12.88289078031223],[77.64691629514809,12.883330283781472],[77.64653986659673,12.883681261202101],[77.64607785461727,12.883915774352058],[77.64556703585716,12.884015155640666],[77.64546471624104,12.884017921683693]]]}"
71,0.6600887633029779,55.97499892022461,Chinnappanahalli Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.7071336932344,12.967699315547783],[77.70661783662791,12.967627684067033],[77.70614304304016,12.9674184916087],[77.70574710661361,12.96708839020978],[77.70546154402204,12.966663656359152],[77.70530908570132,12.966178099258764],[77.70530186661495,12.965670369490253],[77.7054404605352,12.96518088235487],[77.70571383464156,12.964748600811852],[77.70610022796542,12.96440793409455],[77.70656888368475,12.964185998853221],[77.70708249734025,12.964100460800863],[77.70760018610287,12.96415812862612],[77.70808074279196,12.964354412065463],[77.70848591570311,12.964673687258385],[77.70878345325417,12.965090540312714],[77.70894967115443,12.96557179012151],[77.70897133776835,12.966079129455526],[77.70884672756917,12.96657217413893],[77.7085857587606,12.967011677618697],[77.70820920402758,12.967362655051451],[77.70774703716533,12.967597168211354],[77.70723604715344,12.967696549504621],[77.7071336932344,12.967699315547783]]]}"
72,0.7446506570338567,62.49999810196459,Dubasi Palya Kere,5.815000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.4948486538195,12.932706489969407],[77.49433286965517,12.932634858490077],[77.49385814274072,12.932425666035558],[77.49346226190978,12.932095564641651],[77.49317673941029,12.931670830795678],[77.49302430248784,12.93118527369813],[77.49301708440467,12.930677543929763],[77.49315565885583,12.930188056791772],[77.49342899457267,12.929755775244224],[77.49381533364352,12.929415108521871],[77.4942839235647,12.929193173276547],[77.4947974651128,12.929107635222502],[77.49531508119617,12.929165303048908],[77.49579557041693,12.929361586491869],[77.49620068643937,12.929680861689757],[77.49649818220912,12.930097714748847],[77.4966643767622,12.930578964560707],[77.4966860403235,12.93108630389515],[77.49656144761178,12.931579348576195],[77.49630051544104,12.932018852051558],[77.49592401358103,12.932369829479242],[77.49546191161828,12.932604342634985],[77.49495099336481,12.932703723926304],[77.4948486538195,12.932706489969407]]]}"
73,0.6474746575195236,57.074998607859015,Andrahalli Lake,4.304999828338623,"{""type"":""Polygon"",""coordinates"":[[[77.48615165564563,13.012730668352324],[77.48563570550206,13.012659036869747],[77.4851608258259,13.01244984440651],[77.48476481761446,13.012119743001133],[77.48447920325609,13.01169500914451],[77.48432671730596,13.011209452040468],[77.48431949692417,13.010701722271778],[77.48445811598287,13.01021223513974],[77.48473153965769,13.009779953602566],[77.48511800303287,13.009439286891766],[77.48558674371066,13.009217351655574],[77.48610045047106,13.009131813605386],[77.48661823307698,13.009189481429171],[77.48709887688105,13.009385764863852],[77.48750412324678,13.009705040050381],[77.48780171474571,13.010121893098583],[77.48796796279179,13.010603142903427],[77.4879896333472,13.011110482236901],[77.48786500056822,13.011603526923341],[77.487603984453,13.012043030408773],[77.48722736145042,13.012394007848057],[77.48676511079016,13.012628521013315],[77.48625402812398,13.01272790230909],[77.48615165564563,13.012730668352324]]]}"
74,0.5951901160540397,70.4099979000166,Ambalipura Lower Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.66490178165024,12.91879405383134],[77.66438602622833,12.918722422352571],[77.66391132576746,12.918513229899572],[77.66351546699485,12.918183128507659],[77.66322996040245,12.917758394663533],[77.66307753197002,12.917272837567117],[77.6630703142849,12.916765107798804],[77.66320888101141,12.916275620659778],[77.66348220149666,12.915843339110427],[77.6638685190419,12.915502672386067],[77.66433708285675,12.915280737139156],[77.66485059579526,12.915195199084442],[77.66536818304212,12.915252866911302],[77.6658486454939,12.915449150355704],[77.66625373894496,12.91576842555556],[77.6665512181374,12.916185278616542],[77.66671740342717,12.916666528429625],[77.66673906577728,12.917173867764236],[77.66661448000396,12.917666912444343],[77.66635356236976,12.918106415917958],[77.66597708148787,12.918457393343626],[77.66551500527487,12.918691906497715],[77.66500411549258,12.91879128778826],[77.66490178165024,12.91879405383134]]]}"
75,0.9326422483298781,70.91499849408865,Deepanjali Nagara Kere,5.704999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.53094389810916,12.951020146456013],[77.53042807605843,12.95094851497594],[77.52995331427462,12.950739322519428],[77.52955740436784,12.950409221122898],[77.52927186090066,12.949984487274486],[77.52911941278715,12.949498930175455],[77.52911219417932,12.948991200407011],[77.5292507788126,12.948501713270382],[77.5295241346067,12.948069431725205],[77.52991050205124,12.947728765005499],[77.53037912638408,12.947506829762265],[77.5308927056435,12.9474212917091],[77.53141035973727,12.947478959534907],[77.53189088424315,12.947675242975974],[77.53229603001772,12.947994518171262],[77.53259354763863,12.94841137122786],[77.53275975440201,12.948892621038118],[77.53278141955978,12.949399960372336],[77.53265681770235,12.949893005054617],[77.53239586637045,12.950332508532284],[77.53201933685848,12.950683485962621],[77.53155720095404,12.950917999120541],[77.53104624517177,12.951017380412882],[77.53094389810916,12.951020146456013]]]}"
76,0.1632814155704145,62.49999810196459,Mallathahalli Lake,5.815000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.49451172119795,12.966940463340753],[77.4939958661647,12.966868831860033],[77.49352107402488,12.966659639401787],[77.49312513880574,12.966329538002975],[77.49283957708484,12.965904804152446],[77.49268711922882,12.965419247052122],[77.49267990016422,12.964911517283614],[77.49281849366167,12.96442203014817],[77.49309186693434,12.963989748605059],[77.49347825907996,12.963649081887647],[77.49394691337037,12.963427146646227],[77.49446052545989,12.963341608593833],[77.49497821264413,12.96339927641912],[77.495458767868,12.96359555985854],[77.4958639395437,12.963914835051566],[77.49616147618738,12.964331688106],[77.49632769358061,12.96481293791486],[77.49634936012824,12.965320277248887],[77.49622475030884,12.96581332193224],[77.49596378229595,12.966252825411912],[77.49558722871116,12.966603802844556],[77.49512506325834,12.966838316004369],[77.49461407480483,12.966937697297594],[77.49451172119795,12.966940463340753]]]}"
77,0.1501586745681379,70.4099979000166,Doddakannelli Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.69348851887294,12.913690614118345],[77.69297277398609,12.913618982639784],[77.6924980832213,12.913409790187336],[77.69210223253378,12.913079688796154],[77.69181673177184,12.91265495495271],[77.6916643064513,12.91216939785671],[77.69165708891207,12.911661668088417],[77.69179565280724,12.91117218094901],[77.69206896770963,12.910739899398996],[77.69245527736503,12.9103992326739],[77.69292383161107,12.910177297426408],[77.69343733406322,12.910091759371443],[77.69395491074057,12.910149427198474],[77.69443536338065,12.910345710643405],[77.69484044855854,12.910664985843985],[77.69513792167488,12.911081838905659],[77.69530410356933,12.911563088719193],[77.6953257654755,12.912070428053863],[77.69520118224533,12.912563472733627],[77.69494026993924,12.9130029762066],[77.69456379674652,12.913353953631526],[77.69410172997165,12.91358846678501],[77.69359085062496,12.913687848075272],[77.69348851887294,12.913690614118345]]]}"
