system:index,impervious_fraction,max_3day_rain_mm,name,peak_30min_intensity_mm,.geo
20,0.6553397760015723,70.4099979000166,Deverabisanahalli Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.6871052288003,12.924981893755733],[77.68658946059877,12.924910262276715],[77.68611474837594,12.924701069823039],[77.68571887979564,12.924370968430239],[77.68543336613052,12.92394623458529],[77.68528093392321,12.923460677488373],[77.68527371606112,12.922952947720034],[77.6854122862222,12.92246346058147],[77.68568561347983,12.922031179032919],[77.68607194059591,12.921690512309452],[77.6865405160183,12.921468577063248],[77.68705404167737,12.921383039008829],[77.6875716417457,12.921440706835488],[77.68805211609966,12.921636990279252],[77.68845721958654,12.921956265478231],[77.6887547061497,12.922373118538369],[77.68892089555818,12.92285436835091],[77.68894255844681,12.923361707685443],[77.68881796958848,12.92385475236597],[77.68855704549097,12.924294255840362],[77.68818055528168,12.924645233266926],[77.68771846761965,12.924879746421754],[77.68720756517834,12.924979127712643],[77.6871052288003,12.924981893755733]]]}"
21,0.8574338523552612,70.2199983606115,Gubbalala Kere,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.54079173187408,12.882469980293413],[77.54027605133759,12.882398348816116],[77.53980141979869,12.882189156367067],[77.53940561849673,12.88185905498036],[77.53912015334855,12.881434321141064],[77.53896774703605,12.880948764047597],[77.53896053038794,12.88044103427943],[77.53909907698869,12.879951547137702],[77.53937235778967,12.879519265583644],[77.53975861925217,12.879178598854043],[77.54022711504973,12.87895666360299],[77.54074055344894,12.878871125546526],[77.54125806556539,12.878928793374577],[77.54173845827337,12.879125076822733],[77.54214349291708,12.879444352027742],[77.5424409289191,12.879861205093665],[77.54260709007423,12.88034245490993],[77.54262874926873,12.880849794244977],[77.54250418157262,12.881342838922642],[77.54224330181188,12.881782342391688],[77.54186687558625,12.882133319812091],[77.54140486646156,12.882367832961865],[77.54089405085791,12.882467214250388],[77.54079173187408,12.882469980293413]]]}"
22,0.47009610539640373,70.2199983606115,Avalahalli Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.56633929223811,12.867252786203787],[77.5658236430052,12.86718115472711],[77.56534904027708,12.866971962279719],[77.56495326299898,12.866641860895191],[77.56466781517531,12.866217127057919],[77.56451541810935,12.865731569965684],[77.56450820189474,12.865223840197578],[77.56464674008251,12.86473435305472],[77.56492000429468,12.864302071498692],[77.56530624231348,12.863961404766894],[77.56577470967848,12.863739469514107],[77.56628811691881,12.86365393145691],[77.56680559762927,12.863711599285457],[77.56728596118299,12.86390788273519],[77.56769097124405,12.864227157942356],[77.56798838919163,12.864644011010345],[77.56815454025798,12.865125260827948],[77.56817619813336,12.865632600163178],[77.56805163799389,12.866125644839814],[77.56779077406499,12.866565148306949],[77.56741437068676,12.86691612572515],[77.56695238960633,12.867150638873115],[77.56644160501081,12.86725002016079],[77.56633929223811,12.867252786203787]]]}"
23,0.7425567133148464,70.4099979000166,Goshala Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.6979247502631,12.988570089275825],[77.69740885034862,12.988498457794227],[77.69693401690165,12.988289265333625],[77.69653804723846,12.987959163931713],[77.69625246067869,12.987534430078307],[77.69609998956547,12.987048872976224],[77.69609276987931,12.98654114320763],[77.69623137543877,12.986051656073796],[77.69650477249549,12.985619374533487],[77.69689119825333,12.9852787078192],[77.69735989330871,12.985056772580249],[77.69787355007207,12.984971234528896],[77.69839128228448,12.985028902353474],[77.69887187930807,12.985225185790656],[77.69927708622895,12.985544460980613],[77.69957464875804,12.985961314032105],[77.69974088061592,12.986442563839066],[77.69976254905477,12.986949903172833],[77.69963792840106,12.987442947857645],[77.69937693768938,12.987882451340036],[77.69900035134732,12.988233428775818],[77.69853814568631,12.9884679419382],[77.69802711277516,12.988567323232632],[77.6979247502631,12.988570089275825]]]}"
24,0.3376597836774831,63.59999836515635,Doddkammanahalli Lake,4.654999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.60374142364677,12.857396584448502],[77.60322579466781,12.85732495297222],[77.60275121058073,12.8571157605259],[77.60235544884647,12.856785659142789],[77.60207001223206,12.856360925306824],[77.60191762114876,12.85587536821539],[77.60191040521462,12.855367638447323],[77.60204893795907,12.854878151303733],[77.60232219143798,12.854445869746428],[77.60270841428832,12.854105203013207],[77.60317686325698,12.853883267759299],[77.603690250337,12.853797729701625],[77.60420771072724,12.853855397530495],[77.60468805541767,12.854051680981247],[77.60509304957334,12.85437095618981],[77.60539045583937,12.854787809259138],[77.60555660037814,12.855269059077607],[77.60557825740003,12.855776398412955],[77.60545370214982,12.856269443088927],[77.60519284846438,12.856708946554823],[77.60481645986881,12.857059923971596],[77.60435449693347,12.857294437118389],[77.60384373240075,12.857393818405518],[77.60374142364677,12.857396584448502]]]}"
25,0.5204841341293664,63.59999836515635,Basapura Lake,4.654999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.64395196126645,12.87058437900595],[77.64343630518349,12.870512747529135],[77.6429616961508,12.87030355508138],[77.64256591361567,12.869973453696375],[77.64228046200094,12.86954871985866],[77.64212806291158,12.869063162766155],[77.64212084660213,12.868555432998038],[77.64225938663087,12.868065945855427],[77.64253265447311,12.867633664299829],[77.642918897622,12.867292997568509],[77.6433873712088,12.867071062316104],[77.6439007852675,12.866985524259068],[77.64441827285043,12.867043192087507],[77.64489864278386,12.867239475536893],[77.64530365822425,12.867558750743587],[77.64560108012262,12.867975603811121],[77.64576723339665,12.868456853628434],[77.6457888915607,12.868964192963622],[77.64566432976764,12.869457237640486],[77.64540346237432,12.869896741108038],[77.64502705399647,12.870247718526722],[77.64456506677922,12.870482231675082],[77.6440542753983,12.870581612962942],[77.64395196126645,12.87058437900595]]]}"
26,0.7899571134299123,60.82999871019274,Nagaraesh Nagenahalli Lake,5.019999980926514,"{""type"":""Polygon"",""coordinates"":[[[77.64288688017814,13.077460436533208],[77.64237079496277,13.077388805048008],[77.64189579097106,13.077179612577716],[77.64149967909896,13.076849511163052],[77.64121398998688,13.076424777297815],[77.64106146413857,13.075939220188511],[77.6410542418861,13.075431490419561],[77.6411928972458,13.074942003292344],[77.64146639249968,13.074509721763564],[77.6418529570322,13.074169055062118],[77.64232182039395,13.073947119833312],[77.64283566160219,13.073861581786247],[77.64335357972226,13.073919249607911],[77.64383434932438,13.07411553303589],[77.6442397017619,13.07443480821323],[77.64453737116405,13.07485166125262],[77.64470366274197,13.075332911051781],[77.64472533898902,13.075840250384477],[77.64460067360369,13.07633329507528],[77.64433958917546,13.076772798568857],[77.64396286758854,13.077123776017535],[77.64350049592014,13.07735828919049],[77.64298927945696,13.077457670489874],[77.64288688017814,13.077460436533208]]]}"
27,0.6457929662190589,65.27499802224338,Basavanapura Kere,7.329999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.71311405750563,13.012005780494103],[77.71259810887055,13.011934149011559],[77.71212323058278,13.011724956548399],[77.71172722352904,13.011394855143127],[77.71144161000551,13.0109701212866],[77.71128912450096,13.010484564182617],[77.71128190414007,13.00997683441393],[77.71142052279336,13.009487347281839],[77.71169394566877,13.009055065744567],[77.7120804079142,13.008714399033668],[77.71254914722185,13.00849246379739],[77.71306285248072,13.008406925747167],[77.71358063357322,13.008464593570977],[77.71406127597236,13.008660877005736],[77.71446652115347,13.008980152192365],[77.71476411178237,13.009397005240666],[77.71493035934228,13.009878255045573],[77.71495202983412,13.010385594379057],[77.71482739741928,13.01087863906545],[77.71456638206699,13.011318142550788],[77.71418976016543,13.011669119989966],[77.7137275108566,13.011903633155137],[77.71321642968468,13.012003014450874],[77.71311405750563,13.012005780494103]]]}"
28,0.11322075959630705,55.97499892022461,Nallurahalli Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.73579529172873,12.976368799581039],[77.7352794171418,12.976297168099938],[77.73480460700543,12.976087975640663],[77.73440865677982,12.975757874240498],[77.73412308423721,12.975333140388717],[77.73397062060535,12.974847583287627],[77.73396340126995,12.97433985351908],[77.73410200002253,12.973850366384339],[77.73437538365734,12.973418084842448],[77.73476179044702,12.973077418126397],[77.73523046249775,12.972855482886056],[77.73574409405062,12.972769944834116],[77.73626180085256,12.972827612659092],[77.73674237428759,12.973023896097537],[77.73714756131876,12.973343171289226],[77.73744510924011,12.973760024342377],[77.73761133293526,12.974241274150412],[77.73763300030684,12.974748613484323],[77.7375083857672,12.975241658168313],[77.73724740786497,12.975681161649169],[77.73687084000862,12.976032139083182],[77.73640865703804,12.976266652244112],[77.73589764921539,12.976366033537866],[77.73579529172873,12.976368799581039]]]}"
29,1.0,70.4099979000166,K100,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.63586328483962,12.933178561332538],[77.63534749969942,12.933106929853187],[77.63487277188683,12.932897737398616],[77.63447689030696,12.932567636004645],[77.63419136726739,12.932142902158608],[77.63403893005666,12.931657345061025],[77.63403171195999,12.931149615292648],[77.63417028667342,12.930660128154695],[77.6344436229074,12.930227846607206],[77.63482996270909,12.929887179884922],[77.63529855351663,12.929665244639652],[77.63581209603609,12.92957970658563],[77.63632971309852,12.929637374412021],[77.63681020322814,12.929833657854934],[77.63721532001692,12.930152933052753],[77.63751281634953,12.930569786111777],[77.63767901121712,12.9310510359236],[77.63770067481953,12.931558375258033],[77.63757608187225,12.932051419939112],[77.63731514920795,12.932490923414536],[77.63693864663571,12.932841900842288],[77.63647654379866,12.933076413998087],[77.63596562457857,12.933175795289433],[77.63586328483962,12.933178561332538]]]}"
30,0.2422237579666743,55.97499892022461,Thubarahalli Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.72553487221501,12.96024391709922],[77.72501903106053,12.960172285618773],[77.72454425169428,12.959963093161255],[77.72414832712634,12.959632991763403],[77.72386277308647,12.959208257913767],[77.72371031933002,12.958722700813983],[77.72370310045763,12.958214971045503],[77.7238416902251,12.957725483909563],[77.72411505614295,12.957293202365582],[77.72450143789456,12.956952535647206],[77.72497007957907,12.956730600405022],[77.72548367785394,12.956645062352305],[77.726001351114,12.956702730177808],[77.726481893412,12.956899013617921],[77.72688705418872,12.9572182888119],[77.72718458282776,12.957635141867243],[77.72735079574804,12.958116391676691],[77.72737246171083,12.958623731010801],[77.72724785524176,12.959116775693701],[77.72698689424809,12.95955627917253],[77.72661035079295,12.959907256604204],[77.72614819777385,12.960141769763219],[77.72563722306812,12.960241151056074],[77.72553487221501,12.96024391709922]]]}"
31,0.9271773108882435,60.82999871019274,Kacharakanahalli Lake,5.019999980926514,"{""type"":""Polygon"",""coordinates"":[[[77.62623351253467,13.019633719201344],[77.62571754802121,13.019562087718489],[77.62524265511951,13.019352895254501],[77.62484663587992,13.019022793848132],[77.62456101356872,13.018598059990595],[77.62440852337396,13.018112502885986],[77.62440130279315,13.01760477311727],[77.62453992571382,13.01711528598575],[77.6248133570037,13.016683004449469],[77.62519983114069,13.016342337739665],[77.62566858487045,13.01612040250426],[77.62618230593435,13.016034864454403],[77.62670010295723,13.016092532277963],[77.62718076014454,13.016288815711933],[77.62758601779494,13.016608090897481],[77.62788361758176,13.017024943944744],[77.62804987025905,13.017506193748979],[77.62807154141998,13.018013533082373],[77.62794690517211,13.018506577769278],[77.62768588178928,13.018946081255578],[77.62730924829863,13.019297058695864],[77.62684698476468,13.019531571861943],[77.62633588786423,13.019630953158103],[77.62623351253467,13.019633719201344]]]}"
32,0.033389530188151995,58.109998618252575,Palace Grounds Lake,4.605000019073486,"{""type"":""Polygon"",""coordinates"":[[[77.586246223986,13.00389587459452],[77.58573029222146,13.003824243112305],[77.58525542946076,13.00361505065003],[77.58485943535429,13.00328494924592],[77.58457383116753,13.002860215390474],[77.5844213506463,13.002374658287147],[77.58441413051904,13.001866928518492],[77.58455274463832,13.0013774413858],[77.58482615857345,13.000945159847477],[77.58521260818429,13.000604493135405],[77.58568133216865,13.0003825578982],[77.58619502063492,13.000297019847586],[77.58671278480163,13.000354687671663],[77.58719341148854,13.000550971107259],[77.58759864342123,13.000870246295042],[77.58789622431998,13.001287099344449],[77.58806246644272,13.001768349150064],[77.58808413622367,13.002275688483646],[77.58795950788138,13.00276873316949],[77.58769850106142,13.00320823665381],[77.5873218914731,13.003559214091814],[77.58685965727824,13.00379372725602],[77.58634859281763,13.003893108551306],[77.586246223986,13.00389587459452]]]}"
33,0.2731363178456473,55.97499892022461,Kundalahalli Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.72046450298015,12.971471186416435],[77.71994863855242,12.971399554935532],[77.71947383776627,12.97119036247679],[77.71907789533734,12.97086026107733],[77.71879232841721,12.970435527226199],[77.71863986778622,12.969949970125505],[77.71863264859152,12.96944224035698],[77.71877124461378,12.968952753221874],[77.71904462286489,12.96852047167935],[77.71943102204615,12.968179804962594],[77.71989968486942,12.967957869721692],[77.72041330631,12.967872331669515],[77.72093100291946,12.96792999949465],[77.72141156689277,12.968126282933602],[77.72181674594594,12.968445558125987],[77.72211428800792,12.968862411179805],[77.72228050842887,12.969343660988267],[77.72230217537236,12.969851000322242],[77.72217756328513,12.970344045005898],[77.72191659052098,12.970783548486137],[77.72154003007948,12.97113452591944],[77.72107785621036,12.971369039079791],[77.72056685845105,12.971468420373268],[77.72046450298015,12.971471186416435]]]}"
34,0.9780611461053925,70.2199983606115,Thippasandra Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.55568900091396,12.872560012157875],[77.55517334076802,12.87248838068098],[77.5546987279959,12.87227918823301],[77.55430294234263,12.871949086847726],[77.5540174884793,12.871524353009747],[77.55386508818981,12.871038795917082],[77.55385787182408,12.870531066148953],[77.55399641294478,12.87004157900649],[77.55426968294012,12.869609297451149],[77.55465592913184,12.869268630720116],[77.55512440640898,12.869046695467935],[77.55563782451192,12.868961157410993],[77.5561553161711,12.86901882523937],[77.55663568988855,12.86921510868855],[77.5570407085196,12.869534383894965],[77.55733813276129,12.869951236962232],[77.5575042873448,12.870432486779372],[77.55752594568006,12.870939826114535],[77.55740138290619,12.87143287079153],[77.55714051345801,12.871872374259329],[77.55676410211474,12.872223351678299],[77.55630211125752,12.872457864826897],[77.55579131585198,12.87255724611487],[77.55568900091396,12.872560012157875]]]}"
35,0.4086761915872072,60.82999871019274,Thirumenahalli Lake,5.019999980926514,"{""type"":""Polygon"",""coordinates"":[[[77.62884158544712,13.094669276447629],[77.62832546419925,13.094597644961732],[77.62785042704444,13.094388452489563],[77.62745428751923,13.094058351072428],[77.62716857846543,13.093633617204901],[77.62701604197365,13.0931480600942],[77.62700881922213,13.092640330325176],[77.62714748426566,13.092150843199242],[77.62742099861438,13.091718561672694],[77.6278075901322,13.091377894973736],[77.62827648622184,13.091155959746894],[77.62879036329615,13.091070421700659],[77.62930831756672,13.091128089521762],[77.62978912072745,13.09132437294796],[77.6301945014613,13.091643648122853],[77.63049219164533,13.092060501159901],[77.63065849483606,13.09254175095755],[77.63068017260142,13.093049090290036],[77.63055549851784,13.093542134982002],[77.63029439586602,13.093981638477747],[77.6299176479802,13.094332615928916],[77.62945524403098,13.094567129103924],[77.62894399187537,13.094666510404267],[77.62884158544712,13.094669276447629]]]}"
36,0.5372252371782472,68.46714592961631,Srigandakaval Lake,5.736998033791421,"{""type"":""Polygon"",""coordinates"":[[[77.50060904903768,12.985927750137344],[77.5000931546104,12.985856118655857],[77.49961832621364,12.98564692619554],[77.49922236076158,12.985316824794007],[77.4989367772386,12.984892090940953],[77.4987843077462,12.984406533839087],[77.49877708813605,12.9838988040705],[77.4989156922208,12.98340931693647],[77.49918908636968,12.98297703539582],[77.4995755080181,12.982636368681147],[77.50004419808954,12.9824144334419],[77.50055784939107,12.982328895390419],[77.50107557609832,12.982386563215082],[77.50155616801149,12.982582846652537],[77.50196137062328,12.98290212184287],[77.50225892998762,12.983318974894722],[77.50242516007705,12.983800224701916],[77.50244682828468,12.984307564035714],[77.50232220895558,12.984800608720347],[77.50206122101905,12.985240112202405],[77.50168463868188,12.985591089637804],[77.50122243793675,12.985825602799872],[77.500711410461,12.985924984094156],[77.50060904903768,12.985927750137344]]]}"
37,0.7759178519085237,70.2199983606115,Lingadeeranahalli Lake,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.51410160549611,12.8738386183442],[77.5135859427203,12.873766986867253],[77.51311132752772,12.873557794419145],[77.51271553985616,12.873227693033673],[77.51243008453736,12.872802959195527],[77.51227768347104,12.87231740210276],[77.5122704670689,12.871809672334624],[77.51240900889638,12.871320185192259],[77.51268228028539,12.870887903637081],[77.51306852844668,12.870547236906232],[77.51353700811248,12.870325301654198],[77.51405042883313,12.870239763597318],[77.5145679231308,12.87029743142565],[77.51504829929756,12.8704937148747],[77.51545331999385,12.870812990080934],[77.51575074575233,12.871229843148026],[77.51591690118342,12.87171109296505],[77.51593855962949,12.872218432300201],[77.51581399622079,12.872711476977285],[77.51555312544252,12.873150980445244],[77.5151767121798,12.873501957864399],[77.51471471896654,12.873736471013146],[77.51420392095594,12.873835852301191],[77.51410160549611,12.8738386183442]]]}"
38,0.9295177725773464,70.4099979000166,Garudacharpalya Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.69592357748239,12.992598582918985],[77.69540766919984,12.992526951437227],[77.6949328280512,12.992317758976183],[77.69453685196595,12.991987657573691],[77.69425126077498,12.99156292371975],[77.69409878718997,12.99107736661734],[77.69409156738791,12.990569636848731],[77.69423017519631,12.990080149715197],[77.69450357668755,12.989647868175412],[77.69489000871236,12.989307201461706],[77.69535871136834,12.989085266223215],[77.6958723764611,12.988999728172054],[77.69639011706896,12.9890573959965],[77.69687072188609,12.989253679433267],[77.69727593537837,12.989572954622654],[77.6975735027338,12.989989807673595],[77.6977397372886,12.990471057480205],[77.69776140608006,12.99097839681392],[77.69763678340631,12.991471441499005],[77.69737578846245,12.991910944981903],[77.69699919601283,12.992261922418267],[77.69653698285504,12.99249643558113],[77.69602594165481,12.992595816875786],[77.69592357748239,12.992598582918985]]]}"
39,1.0,70.91499849408865,Gowdana Kere,5.704999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.55623715379377,12.909422813544039],[77.55572141771349,12.909351182065649],[77.55524673505394,12.909141989613666],[77.55485089112499,12.908811888223099],[77.55456539523692,12.90838715438022],[77.55441297251768,12.907901597284564],[77.5544057551004,12.90739386751629],[77.55454431662879,12.906904380376567],[77.5548176268643,12.906472098826],[77.55520392992433,12.906131432100286],[77.5556724761715,12.90590949685231],[77.5561859698578,12.905823958797141],[77.55670353769979,12.90588162662431],[77.55718398213794,12.90607791006968],[77.55758906040009,12.906397185270867],[77.55788652843721,12.906814038333124],[77.55805270749342,12.90729528814703],[77.55807436902849,12.90780262748175],[77.5579497879242,12.908295672161229],[77.55768888007205,12.908735175633662],[77.55731241330695,12.909086153057972],[77.55685035442167,12.909320666210949],[77.55633948379844,12.909420047500971],[77.55623715379377,12.909422813544039]]]}"
40,0.06598047707684467,70.91499849408865,Lalbagh Tank,5.704999923706055,"{""type"":""Polygon"",""coordinates"":[[[77.58337938025863,12.947900164842178],[77.58286356466648,12.947828533362228],[77.58238880882693,12.947619340906057],[77.58199290387678,12.947289239509972],[77.58170736398402,12.946864505661976],[77.58155491777828,12.946378948563197],[77.58154769925989,12.945871218794768],[77.58168628215739,12.945381731657907],[77.58195963452889,12.944949450112329],[77.5823459971365,12.944608783392168],[77.5828146156031,12.944386848148579],[77.58332818843377,12.944301310095264],[77.58384583604781,12.944358977921176],[77.58432635453858,12.944555261362563],[77.58473149524123,12.944874536558292],[77.5850290091371,12.945291389615317],[77.58519521381896,12.945772639425849],[77.58521687870459,12.946279978760105],[77.58509227840624,12.946773023442177],[77.58483133034079,12.947212526919449],[77.58445480554272,12.947563504349336],[77.5839926754244,12.947798017506884],[77.58348172603974,12.947897398799048],[77.58337938025863,12.947900164842178]]]}"
41,0.36855363687471765,55.97499892022461,Carmelaram Lake,5.690000057220459,"{""type"":""Polygon"",""coordinates"":[[[77.71071170283464,12.919418491686242],[77.71019594612342,12.919346860207451],[77.70972124447587,12.919137667754377],[77.70932538471376,12.918807566362378],[77.70903987740778,12.918382832518171],[77.70888744859452,12.917897275421701],[77.70888023089154,12.917389545653386],[77.70901879796456,12.91690005851441],[77.7092921191331,12.916467776965137],[77.70967843764393,12.916127110240865],[77.71014700262985,12.915905174994029],[77.71066051685175,12.915819636939343],[77.71117810539218,12.915877304766186],[77.71165856904476,12.91607358821052],[77.71206366350833,12.91639286341029],[77.71236114344441,12.916809716471187],[77.71252732914972,12.917290966284215],[77.71254899155416,12.917798305618817],[77.71242440546959,12.918291350298967],[77.7121634871833,12.91873085377266],[77.71178700536038,12.919081831198417],[77.71132492799228,12.91931634435258],[77.71081403693282,12.91941572564316],[77.71071170283464,12.919418491686242]]]}"
42,0.6566954235679652,70.4099979000166,Byrasandra Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.66201300911695,12.980254000335975],[77.66149712646788,12.980182368854718],[77.66102230891141,12.979973176395019],[77.66062635249854,12.979643074994298],[77.66034077549406,12.979218341141998],[77.66018830948077,12.978732784040591],[77.66018109003372,12.978225054272032],[77.66031969095303,12.97773556713758],[77.66059307886023,12.977303285596193],[77.66097949168775,12.976962618880705],[77.6614481710612,12.976740683640804],[77.66196181063893,12.976655145589048],[77.66247952552938,12.9767128134139],[77.66296010647301,12.976909096851942],[77.66336529983536,12.977228372043083],[77.66366285240657,12.977645225095701],[77.66382907870003,12.978126474903396],[77.66385074641134,12.978633814237261],[77.6637261299255,12.979126858921513],[77.66346514794584,12.979566362402856],[77.66308857420522,12.979917339837431],[77.66262638401194,12.98015185299883],[77.66211536820327,12.980251234292796],[77.66201300911695,12.980254000335975]]]}"
43,0.7573937068303914,58.109998618252575,Lakshmipura Lake,4.605000019073486,"{""type"":""Polygon"",""coordinates"":[[[77.53040958036848,13.0873948970912],[77.52989347435827,13.087323265605596],[77.5294184512277,13.087114073134218],[77.5290223233966,13.08678397171813],[77.5287366227759,13.086359237851571],[77.5285840907851,13.08587368074146],[77.52857686824461,13.085365950972466],[77.52871552919298,13.084876463845992],[77.52898903546675,13.0844441823185],[77.52937561557286,13.084103515618487],[77.52984449782231,13.083881580390818],[77.53035835972933,13.08379604234423],[77.53087629871236,13.083853710165572],[77.5313570876816,13.084049993592522],[77.53176245644933,13.08436926876845],[77.53206013784498,13.084786121806488],[77.5322264361248,13.085267371604777],[77.5322481132481,13.08577471093735],[77.53212344284289,13.086267755628825],[77.53186234789756,13.086707259123655],[77.53148561113319,13.087058236573771],[77.53102322083511,13.08729274974791],[77.53051198377335,13.087392131047848],[77.53040958036848,13.0873948970912]]]}"
44,0.660258970876531,63.59999836515635,Doddathogur Lake,4.654999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.65968275948435,12.859263229489844],[77.65916712667082,12.859191598013489],[77.65869253905456,12.858982405566966],[77.65829677437746,12.858652304183584],[77.65801133564086,12.858227570347372],[77.65785894342493,12.857742013255786],[77.65785172743769,12.857234283487713],[77.65799026121267,12.856744796344262],[77.65826351672365,12.856312514787197],[77.65864974244575,12.855971848054248],[77.65911819489727,12.855749912800551],[77.65963158579413,12.855664374742966],[77.66014905003146,12.855722042571777],[77.66062939829317,12.855918326022334],[77.66103439546012,12.856237601230633],[77.66133180393774,12.856654454299708],[77.66149794971234,12.857135704118011],[77.66151960689582,12.857643043453336],[77.66139505071995,12.858136088129436],[77.66113419509519,12.858575591595567],[77.66075780370089,12.85892656901261],[77.66029583733025,12.859161082159627],[77.65978506899916,12.859260463446857],[77.65968275948435,12.859263229489844]]]}"
45,0.20540975401555572,58.109998618252575,Mathikere Lake,4.605000019073486,"{""type"":""Polygon"",""coordinates"":[[[77.5507698260525,13.03672865343668],[77.55025382591732,13.036657021953133],[77.54977890023058,13.036447829487283],[77.54938285365317,13.036117728078462],[77.54909721162761,13.035692994218648],[77.54894471091073,13.035207437112653],[77.54893748983659,13.034699707343867],[77.5490761223307,13.034210220213614],[77.54934957249773,13.033777938679552],[77.54973607331237,13.03343727197222],[77.55020485939689,13.033215336738765],[77.55071861591793,13.033129798689734],[77.55123644867915,13.033187466512734],[77.55171713904248,13.033383749944935],[77.55212242466658,13.033703025128055],[77.55242004499837,13.03411987817299],[77.55258630915607,13.034601127975725],[77.55260798181803,13.035108467308913],[77.55248333697108,13.03560151199697],[77.55222229557245,13.036041015485424],[77.5518456360827,13.036391992928188],[77.55138334063597,13.0366265060963],[77.55087220845002,13.036725887393413],[77.5507698260525,13.03672865343668]]]}"
46,0.019878901822002266,70.4099979000166,Kasavanahalli Lake,6.529999732971191,"{""type"":""Polygon"",""coordinates"":[[[77.66763416782703,12.906217612418201],[77.66711843835854,12.906145980939941],[77.6666437617843,12.905936788488308],[77.66624792292957,12.9056066870982],[77.6659624307007,12.90518195325575],[77.6658100099345,12.904696396160354],[77.66580279260879,12.904188666392088],[77.66594135236022,12.90369917925213],[77.6662146590919,12.903266897701146],[77.66660095720026,12.902926230974973],[77.667069497442,12.902704295726629],[77.66758298454705,12.902618757671306],[77.66810054575559,12.902676425498582],[77.66858098403591,12.902872708944281],[77.6689860571058,12.903191984145925],[77.66928352132953,12.903608837208617],[77.66944969825482,12.904090087022803],[77.66947135951129,12.904597426357562],[77.66934678000308,12.905090471036823],[77.66908587549489,12.905529974508854],[77.66870941355549,12.905880951932703],[77.66824736059363,12.906115465085295],[77.66773649651978,12.906214846375137],[77.66763416782703,12.906217612418201]]]}"
47,0.08436947939229149,70.34123076019456,Sarakki Kere,5.5068641367179385,"{""type"":""Polygon"",""coordinates"":[[[77.57894493153546,12.90082355702495],[77.57842921319003,12.90075192554691],[77.57795454685305,12.900542733095863],[77.5775587165347,12.900212631706529],[77.57727323046171,12.899787897864792],[77.57712081298105,12.899302340769836],[77.57711359580938,12.898794611001595],[77.57725215257145,12.898305123861233],[77.57752545340865,12.897872842309551],[77.5779117431868,12.897532175582597],[77.57838027332566,12.897310240333638],[77.57889374935907,12.897224702278054],[77.57941129940818,12.897282370105506],[77.57989172732916,12.897478653551767],[77.58029679166415,12.897797928754173],[77.58059424947263,12.898214781817599],[77.5807604228131,12.898696031632257],[77.58078208360085,12.899203370967081],[77.58065750677773,12.899696415645982],[77.58039660789503,12.900135919117336],[77.58002015407396,12.9004868965404],[77.57955811107699,12.900721409692352],[77.57904725802123,12.900820790981898],[77.57894493153546,12.90082355702495]]]}"
48,0.28633320325822786,70.2199983606115,Gottigere Tank,5.464999675750732,"{""type"":""Polygon"",""coordinates"":[[[77.59026096996043,12.854778169278992],[77.58974534635934,12.854706537802816],[77.58927076722185,12.854497345356785],[77.58887500961482,12.854167243974045],[77.5885895759767,12.85374251013843],[77.58843718648195,12.853256953047207],[77.58842997062229,12.852749223279153],[77.5885685019214,12.852259736135366],[77.5888417525504,12.851827454577721],[77.58922797137318,12.851486787844124],[77.5896964154572,12.851264852589914],[77.59020979718422,12.851179314532118],[77.590727252179,12.851236982361073],[77.59120759186081,12.851433265812092],[77.59161258179327,12.851752541021028],[77.59190998495758,12.852169394090714],[77.59207612776314,12.85265064390941],[77.5920977845584,12.85315798324479],[77.5919732306064,12.85365102792059],[77.59171237964082,12.854090531386154],[77.59133599497036,12.85444150880255],[77.59087403685295,12.854676021949029],[77.59036327764734,12.854775403236012],[77.59026096996043,12.854778169278992]]]}"
